,document,star,label
0,김남길 미치게 섹시하다 진심 ,10,1
1,관람객솔직한 평점은5.5점 정도?이 영화를 보면서 느낀건 평점알바가 정말 대단하다는것뿐이 영화가 9점대인건 너무나 큰 사기이기 때문에 1점드립다 ,1,0
2,관람객초반 10분이 전부인 영화. 실망감만 가득. 무섭지도 재밌지도 않았다. ,2,0
3,김남길 배우 연기천재 인증. 몰입력 흡입력 ㅎㄷㄷ함. 미모열일로 지루할 틈도 없음. 오컬트 무비 못보는데도 감동도 있어서 코로나 뚫고 요즘 젤 볼만한 가치가 있는 영화임. ,10,1
4,일단 도입부 부터 온몸에소름...그 기담에서 귀신맡으신분이 무당으로 나오시는대진짜 집중하게하고 시작하네요 ,10,1
5,하정우 김남길 최고의 조합 ,10,1
6,퇴마사 김남길 얼굴만으로 공포극복 가능. 공포영화에서조차 빛나는 눈빛연기 장인. ,9,1
7,"관람객윤정빈, 하정우의 떡밥영화.한/중/일/미 미완성 공포퍼즐. 감독이 참고한 모든 영화를 알수있는 영화.과감하게 모든영화를 카피하는 감독에 비양심이 가장 무서운 영화.차마 출연한 아역배우들이 상처 받을까 상욕은 못하겠는...",1,0
8,관람객최근에 본 것 중에 제일 최악.. ,1,0
9,거꾸로 거슬러 오르는 연어들처럼 신선했습니다. 코로나 이길 수 있겠는데요? ,10,1
10,관람객진짜 미친존재감은 아역배우들..진정한 씬스틸러임 ㅠ ,10,1
11,단순한 공포만 보여주는 영화가 아니라 공포 속에서 감동적인 스토리를 전개해서 교훈까지 준다는 게 인상 깊었어요 공포영화 잘 못보는데 클로젯 몇번이나 봅니다 ㅠㅠ 또한 김남길 하정우 두 배우님의 연기와 아역배우들의 연...,10,1
12,미스터리 처돌이로 이런 장르 정말 많이 나왔으면 좋겠는데 하필 코로나때 나왔네요ㅠㅠ긴장감 있게 잘봤습니다 확실히 또 다른 느낌의 영화였어요 단순히 장르적으로 국한되지 않는!! 배우들 다들 연기 잘하시고 다들 한번씩 ...,10,1
13,"관람객배우들 연기보는 맛나고, 긴장감에 두손을 꼭 쥐게 되는 영화 ",10,1
14,하정우 김남길 캐스팅ㅠㅠ넘 좋았고 너무 재밌었음...그냥 공포 영화가 아니라 메시지도 있고 이런 영화는 오랜만인듯! ,10,1
15,김남길 눈빛이 다했다..재밌어요 ,10,1
16,관람객재미가없어요  왤케재미없지 하나도안무섭고 ,1,0
17,하정우씨 잘나간다고 연기 그렇게 하면 안된다.아내잃고 딸 실종을 겪은 아버지 연기를 그렇게 하면 어쩌냐. ,2,0
18,진짜 심장 쫄깃하고 무서움 ㄷㄷㄷ 이건 극장에서 봐야함 ,10,1
19,재밌으면 추천 재미없으면 비추천 ,9,1
20,관람객하정우 김남길 케미 생각보다 좋고 생각보다 무서웠음 ㄷㄷㄷ ,10,1
21,무서운거 진짜 못보는대 혼자 봤거든요 걱정하시는분들 그걸 감안하고라도 보시는거 추천드려요 정말 볼만합니다!! ,10,1
22,서양 느낌도 나면서 확실히 한국적 미가 있는게 이 영화의 매력이라고 생각해요 스토리도 좋았고 긴장감에 배우들 연기도..진짜ㅠㅠ한번씩 보셔도 좋을거 같아요! ,10,1
23,생각보다 너무 재미있게 봤네요! ,10,1
24,지금 나온 영화중에는 제일 괜찮은거같아요 ,10,1
25,관람객스포일러가 포함된 감상평입니다. 감상평 보기초반 공포영화 그뒤 퇴마영화 ,7,1
26,"벽장 문이 열리고, 땀구멍도 열렸다한겨울에 손에서 계속 땀남;; 예고편 보고 많이 안무서울줄 알았는데 와씨 중간에 무서워서 욕할뻔 ",10,1
27,관람객ㄱH 재밌어요^^ 꼭보세요~ 하암~ ,2,0
28,이런 느낌의 영화를 우리나라에서 시도한것도 좋고 신선했고 스토리도 괜찮고 재밌게 봤습니다 ,10,1
29,관람객예고편보다 재미없는 본편 ,2,0
30,김남길님과 하정우 오빠의 케미 짱좋았어요지금까지 나왔던 스릴러 영화중 탑인거갔아요 ,10,1
31,하정우 배가불렀다 연기졵나대충함 ,1,0
32,영화 너무 재밌고 긴장감 넘칩니다 배우들 연기도 최고 ,10,1
33,관람객“영화 신과 함께 보셨어요?”ㅋ 계속 긴장하며 보다가ㅋ 두 배우 케미좋고 허율양도 반갑고. 옷장 속 귀신을 만든건 어른들 때문. ,8,1
34,클로젯이 재밌으면 추천 히트맨이 재밌으면 비추천 ,10,1
35,쿨로젯이 재밌으면 추천 버오프가 재밌으면 비추천 ,10,1
36,관람객생각보다 훨씬 쫄깃한 텐션 ,10,1
37,"관람객김남길, 하정우, 아역까지 전부 연기 잘함..이런 장르 너무 좋음ㅠㅠ존잼 ",10,1
38,"관람객뜬금없는 신파극, 자연스럽지 못한 스토리 전개, 뻔하고 재미도 없는 공포영화.... 아쉽네요 ",2,0
39,무서운거 극혐인데 볼까말까망설인 시간이 아깝네여볼까말까할땐 보세요 두번보세요!! ,10,1
40,클로젯 라이벌 상대는 바이러스다 ,10,1
41,진짜 내용 전달력도 좋고 원래 공포영화보면 항상 후회했는데 이번 영화는 정말 재밌었어요! 굳굳 ,10,1
42,아침부터 굉장히 다이나믹한 감정의 진폭을 느꼈다. (나는 생각보다 다양한 감정의 소유자란 자기인식) 초반부는 예상한 긴장감이지만 그 효과는 극대화됐고 후반부에서 장르의 변주가 이끌어내는 효과는 생각치못한 감정이었다....,10,1
43,아역배우들의 연기가 뛰어났고 김남길이 섹시하네요 ,8,1
44,아 김남길 목풀라의 코트 존섹시하다고ㅠㅠ ,10,1
45,관람객영화 자체는 신선하고 긴장감 넘쳐요 하정우 김남길 연기보러 갔는데 영화도 굿굿bb ,10,1
46,김남길 연기 최고입니다 ,10,1
47,관람객둘이 친해서 그런지 둘의 케미가 대박이네요 2탄도 나오면 좋을 듯 ,10,1
48,관람객배우들 연기며 스토리도 다 좋았어요 ,10,1
49,관람객사운드 효과도 좋고.. 시작할때 이야기가 엄청 긴장감 있게 펼쳐지네요. 생각보다 무서웠는데.. 몰입도도 좋고 전 엔딩도 좋았네요 ㅠ ,10,1
50,하정우는 못하는게 뭐야? ,10,1
51,관람객연기 몰입력 엄청납니다 오늘장롱은 못열겠네요 ,9,1
52,관람객보는 내내 긴장감이랑 몰입감 최고!! 배우들 연기덕분에 더 재밌게 봤어요! ,10,1
53,관람객여러분 김남길 퇴마 하는거 보러가세요 미치게 섹시함 ,10,1
54,"관람객공포스릴러 좋아하는데, 초반에만 발작포인트 몇개 있고 그 후엔..^^.. 아역들이 연기 제일 잘함 ㅠ 나머지 그분들은... 항상 같은 연기.. ㅎㅎ ",4,0
55,초반에 진짜 무서움 시각적으로 무서운 것도 있는데 사운드가 대박인것 같음 하정우 김남길 배우님들은 말할것도 없고 아역배우들도 연기 잘함 ,10,1
56,관람객배우들 연기 케미 너무좋고! 진짜 긴장감 ㄷㄷ 보는 내내 긴장해서 웅크리고 봤더니 뻐근ㅠㅠ ,10,1
57,스포일러가 포함된 감상평입니다. 감상평 보기초반부터 1998년 10월 24일 녹화 비디오부터 소름돋았음...ㄹㅇ ,10,1
58,관람객이게 왜 평점이 높은줄 모르겠네...초반에는 너무 지루하고 뻔한 클리셰 범벅중반~끝날때까지는 뭐 긴장감 만든답시고 서양의 퇴마컨셉을무속신앙하고 짬뽕해서 보여줬는데 이건 뭐..너무 완성도가 떨어져서 돈아까웠다 레알로....,2,0
59,스토리는 특별하지 않지만 연출과 연기 최강!! 남길이형 멋있어여 ,10,1
60,관람객김남길의 연기는 역시 클라스가 다르다!! ,10,1
61,스토리도 뻔하지 않고 재밌음. 믿고보는 하정우 역시 배신하지않았음.. ,10,1
