,document,star,label
0,안녕하세요? 나만 들었나요 ,9,1
1,관람객모든 회사 ceo및 임원들이 봐야하는영화 허례허식을 꿰뚫어보는 영화 ,10,1
2,2시간 30분이 7000RPM으로 지나가더라 ,10,1
3,지금 왜 페라리가 최고의 차고 포드가 중저가 차인지 알려주는 영화. 둘은 차를 대하는 태도가 다르다. 페라리는 끝까지 자리를 지키고 포드는 시작하자마자 헬기타고 점심을 먹으러간다. 그리고 마지막 진정한 승자에게 건네...,10,1
4,한국영화랑 똑같이 영화티켓값이 만원이라는게그저 아이러니 하다. 영상이랑 연출 진짜 따라갈수가 없네. 너무재밌게 봤다. ,10,1
5,관람객이 영화가 2시간 32분 짜리였다니 ,10,1
6,관람객스포일러가 포함된 감상평입니다. 감상평 보기헨리포드2세는 사업가였고 엔초페라리는 열정가였다. 마지막 피트인때  엔초의 눈인사는 켄에대한  찬사였고 그를 인정하는 의미였다. ,10,1
7,역사의 진짜 주인공은 따로 있었네... 실화 바탕이라 그런지 씁쓸하고 사회의 썩은면도 잘 보여줘서 좋았음 ,10,1
8,겨울왕국 상영관 반으로 줄이고 포드페라리좀 많이 상영하세요 재밌는데 많이들 봤으면 ,10,1
9,관람객스트레스 해소됨.  한국영화들과 비교할수없는 넘사벽 작품. ,10,1
10,음악이 따로 필요 없네. 엔진음과 브레이크. 시간 가는 줄 몰랐다. ,8,1
11,관람객자동차 영화라서 안끌려도 배우 때문에 보러 갔는데 진짜진짜진짜 올해 본 영화 중에 제일 웰메이드!!! 제발 주변사람들 다 보고 같이 이야기 했으면 좋겠을 정도 ㅠㅠㅠ 영화 끝나고 나오는데 사람들 표정 나랑 복붙수준으...,10,1
12,다 떠나서 자동차 경기 연출이 미쳤다. 분노의 질주는 약간 CG가 버무려진 인스턴트 느낌이라면 이 영화는 그냥 미슐랭인듯. ,10,1
13,평식이가 7점을 주다니 ,10,1
14,단언컨대 올해 최고의 영화. 크리스찬 베일 완전 미친 감동 ㅜㅠ ,10,1
15,"관람객시간가는줄 모르고 봤다. 크리스찬 베일, 멧 데이먼 둘다 오스카 남우주연상 후보로 오르기에는 충분하다 ",10,1
16,크리스찬베일은 연기의 신인듯  .. ,10,1
17,뺑반은 보고 배워라... ,8,1
18,이 영화를 보고 포드가 싫어졌습니다. ,10,1
19,자동차를 잘 몰라도 충분히 재밌게 볼수있는 영화입니다~ ,10,1
20,안녕하세요 나만 들은게아니었구나 ㅋㅋㅋㅋ 꿀잼 ,10,1
21,마일스가 폭풍질주하는데 울컥했습니다하고싶은 것을 하는 사람이 왜 행복한지 이 영화를 통해 배웠습니다 ,10,1
22,관람객'포드 V 페라리' 안 본 사람이랑 이제 대화 안 함..핵꿀존잼 ,10,1
23,현기차 귀족노조는 보고 좀 배워라.. 매일 데모질만 하지말고... ,10,1
24,차량직 공무원 3년차 곧 27살 청년입니다 항상 레이싱 미케닉에 꿈을 가지고 있었는데 이영화가 제 가슴에 불을 지폈네요 더 늦기전에 이직준비를 하려고 합니다 낮은 곳에서 꿈을 향해 전진하시는 분들 항상 응원합니다 이...,10,1
25,포드페라리가 재밌으면 추천 겨울왕국이 재밌으면 비추천 ,10,1
26,"영화 보고 운전해서 집에 가는데, 밟고 싶은거 참느라 혼남 ",9,1
27,관람객엥 진심 1시간 지난 줄;;; 영화 보면서 시간이 이렇게도 빨리 가네 와 ,10,1
28,이 영화는 전세계 모터스포츠에서 F1보다 더 명성이 높은 24 hrs of Le Mans (르망 24시)에 대해 사전 지식을 갖고 보면 훨씬 즐거울 것. 2016년 르망 24시에는 드라마보다 더 드라마같은 포르쉐 v...,9,1
29,최고다. 2019년 한해동안 본 영화중 단연 최고다.포드의 전설적인 역사. 그리고 왜 엔초 페라리가 최고의 수장인지도 다시금 곱씹게 해준다 ,10,1
