,document,star,label
0,중국 우한발 폐렴도 잊지맙시다 ,10,1
1,엄기영 앵커 보신분들은 공감 ,10,1
2,어느 누가 거대기업과 권력에 맞써 약자들을 위해 이렇게까지 헌신할 수 있을까.. 진짜 지금 우리나라에 꼭 필요한 이야기였다.. 마크 러팔로의 진중한 연기도 감동. ,10,1
3,"실화라는 사실이 진짜 대박,,믿고보는 캐스팅에 배우들 연기도 진짜 최고였음. 이런영화가 널리알려져야함 진짜로ㅠㅠ ",10,1
4,보자마자 가습기 사건 떠올랐다.. ,10,1
5,관람객보는내내 집에 있는 프라이팬만 생각남ㅋㅋㅋ 다 갖다 버리고 다시 사야겠어 ,10,1
6,"영화보고 나서 프라이팬, 에어프라이어 다시 보니 너무 무섭더라구요. 실화라 그런지 공포영화보다 무섭네요.. 가습기 살균제 문제도 생각나고, 기업들이 꼭 보아야 할 영화! ",10,1
7,관람객이 영화 아니였으면 이런 사건도 있었는지 모르고 지나갈뻔 했네ㅋㅋㅋㅋ 많이들 봐라 꼭 ,10,1
8,솔직히 영화보고 좀 충격받았다. 이런일이 주변에 있었다니... 이런건 진짜 다들 알았음 좋겠다 ㅠ ,10,1
9,관람객듀폰이 배상금 8천억원을 토해내서 다행이면서도 이것도 적다는 생각이 들어서 속이 탄다ㅜㅜ ,10,1
10,관람객우리 스스로가 각자를 지켜야만 한다는 대사가 머릿 속에서 떠나질 않는다 ,10,1
11,지금 상황이랑 비슷한 부분이 많아서 더 집중할 수 있었어요 ,10,1
12,"듀폰이 당장 파산해도 이상하지 않게 만들어주는 영화. 인류전체가 듀폰상대로 집단소송해야함을 상기시켜주는 영화.실존인물,제작진들에게 진심으로 기립박수 쳐주고 싶음 그리고 집안에 있는 프라이팬 당장 버리러감 ",10,1
13,관람객우리나라 가습기 살균제 사건이 떠오르네여;; 진짜 나도 모르는 사이에 내 몸을 죽이고 있다는 사실이 너무 소름 끼쳐여;; ,10,1
14,관람객지금도 해결되지 않고 현재진행중인 문제라는 점.. 화가 치밀어 오른다ㅠ ,10,1
15,관람객글로벌 대기업에 맞선 한 사람의 용기.. 정말 멋지네요bb ,10,1
16,코로나 때문에 많은 사람들이 이 영화를 못본다는 사실이 넘 안타까울뿐..지루하다고 하는사람들 있는데 자극적인거에 길들여져서 지루하다고 느꼈나봄 ,10,1
17,관람객묵묵히 도움이 필요한 사람들을 도와주는 주인공의 모습이 너무 좋았어여 ,10,1
18,관람객매일 우리가 사용하는 용품들이 나를 죽이고 있다고 생각하니까 무섭긴 하더라 ,10,1
19,이 시국에 꼭 봐야 할 영화 입니다.적극 추천 드립니다.주말에 다시 한번 봐야 겠네요~!!^^ ,10,1
20,"믿보배우에 감독이라 의심하진 않았지만 그이상의 충격과 울림.. 광고엔가 영화 ""괴물""이 떠올랐다가 ""변호인""으로 끝난다는 문구가 정확히 이해됨 ",10,1
21,아.. 충격이네요. 더구나 듀폰이라면..내 첫직장 동종업계의 넘볼수 없는 거대공룡이었던 그.. 더군다나 내가 그회사 다닐 당시에도 이미 듀폰은 저런짓을 저지르고 있었네요. 실제 환경운동가이기도 하다는 주연배우이자 제...,9,1
22,실화라는게 놀랍고 팩트전달에있어서 현제 거대기업의 상표와 이름을 적나라할정도로 노출하고 직설적으로 드러내는것에 놀라울정도다. 우리나라라면 해당기업에 소송전쟁치루며 사방에서 오는압박에 개봉도못했을듯. 연기 . 스토리 ...,8,1
23,기업의 양면성.. 약자만 고생..하지만 정의는 승리한다 ,10,1
24,"배우들 연기도 장난아니고, 스토리도 미쳤다! 꼭 봐야할 영화! ",10,1
25,보는 내내 소름이 끼쳤다..이게 실화라니. ,10,1
26,이미 표준이 된 사회고발물의 스토리를 정확히 따르기에 그리 참신한 건 없을지 몰라도 영화가 말하고자 하는 바는 몇 번이고 되새겨야 할 필요를 느꼈습니다. ,7,1
27,관람객듀폰을 비롯한 많은 나쁜 놈들이 결코 끝까지 잘 될 순 없어. 결국 천벌을 받게 될거야. ,10,1
28,진짜는 모두가 알아보는 법 ,10,1
29,관람객우리 모두가 롭 빌럿이 될 수 있다!!! ,10,1
30,갑자기 종이컵이 무서워졌다.. ,10,1
31,"관람객렌즈,,, 종이컵,, 후라이팬,,, 무섭다 무서워 ",10,1
32,마지막 자막에 롭빌럿은 아직도 듀폰과 싸우고있다는말에 진정한 영웅은 여기있구나 생각이든다 ,10,1
33,우리 스스로 지켜야한다는 말이 맞음 ,10,1
34,얼마전 대구 수돗물에서 PFOA가 나와서 생수대란이 일어난때가 기억이 났다..그런데 지금은 너무 조용하다...가습기 살균제도 PFOA도 잊혀진다는게 너무 무섭다.지금 코로나 보다 더..왜? 편리함이라는 단어로 생활속...,10,1
35,차키를 꽂으면 차가 터지는 줄 알고 나도모르게 숨죽였다.  대기업이 만든 생태계를 건드는 개인에게 가해지는 거대한 압박감이란.... ,9,1
36,"그것이 알고싶다. ""듀폰"" 편 ",7,1
37,"변호사님 누구보다 용감하고 강하십니다. 오래고 고되고 힘겨운 싸움, 그리고 그 변호사의 고독한 전쟁을 알려주신 감독님, 마크 러팔로님 감사합니다. 저도 세상의 부패와 은폐와 희희낙락에 싸우고 싶어하는 얼간이 젊은이로...",10,1
38,관람객용기있는 사람을 통해 세상이 바뀔 수 있다는거! ,10,1
39,"그 오랜 시간 동안의 소송 끝에 이겨냈다는 것에 대한 감동보다는, Rob 이라는 한 변호사, 개인이 거대 기업을 상대로 그 오랜 시간 동안 당한 고난이 더 무섭게 느껴진다. 또한, 개인에게는 10년 이상의 소송 지연...",8,1
40,관람객앞으로 프라이팬 살때는 PFOA 들어 있는지 꼭 확인해야겠어용 ,10,1
41,인간이라면 봐야할 영화 ,10,1
42,실화라는게 더 소름. 끝나고 충격이 가시지 않아 한동안 앉아있었다. ,10,1
43,관람객2020년 꼭 보고 느껴야할 영화 ,10,1
44,두려워하지 않고 거대한 자본의 힘 앞에서 자신의 일생을 건 도박을 하여 공공의 이익을 지켜낸 변호사에게 찬사를 보냅니다 ,8,1
45,관람객사람이 그렇게 많이 죽었는데 걍 살인죄 아니냐고ㅡㅡ ,10,1
46,한 개인이 대의를 위해 직접 희생해가며 진실을 알리려 하지만 정작 우리는 남의 집 일인 마냥 침대에 누워 좋아요 누르기에만 바쁘다. ,9,1
47,"최근 본 영화 중에 가장 인상 깊었던 영화, 실화라서 더 와닿은 영화, 다큐 같이 잔잔하면서도 꾸준히 긴장감을 조성했던 영화 ",10,1
48,이런 사건을 다루는 영화들이 많아져야 업체들이 조심할텐데요.. ,10,1
49,"관람객경각심을 일깨워주긴하나, 지루한감이 있다... ",7,1
50,"관람객이 영화가 실화이고, 최근의 일화이며, 현재 진행중인 이야기라니,, 이보다 더 소름돋을 수가...등장하는 모든 이들에게 힘이 되길 바라며 고른 영화. ",10,1
51,생필품을 가지고 이런다구?ㅠㅠㅠ ,10,1
52,그들의 용기에 감동하고 박수를 보내고싶다. ,10,1
53,중졸 농부가 돈을 바란게 아니고 모든 사람이 아는게 더 중요하다는 말이 그들에게는 씨알도 안먹히는 말이겠지 ,10,1
