,document,star,label
0,교환 온 스웨덴 친구가 자기네 마을 가자고 하는데 가도 괜찮나요 ,10,1
1,배드신보다가 영화관 단체로 터짐 ,8,1
2,존윅이 무장한체로.. 이 마을에 왔다는 가정으로 2편이 나왔으면 좋겠습니다. 카타르시스 1000배 는 느낄듯.. ,8,1
3,지옥에 갔는데 배경이 밝으면 벌어지는 일 ,10,1
4,감독 대가리에 뭐들었는지 궁금하다 ,1,0
5,"고어영화 원래 X같은 맛에 보는건데, 이 영화는 아주 잘 만들어져서 많이 X같습니다. 그래서 10점 드립니다. ",10,1
6,이거야 원 무서워서 스웨덴친구 사귀겠나 ,9,1
7,느껴져요 ! 아기가 느껴져요 ! ,1,0
8,절벽 이후 두명 나감 ..따라 나갈뻔 ,9,1
9,보고나서 어지러워미치겠음 존나 충격적 ,10,1
10,"호불호 확실히 갈릴 거예요. 호흡이 느린 걸 안 좋아하는 분들, 고어한 장면 못 견디는 분들은 잘 생각해보시고 가세요. 유전보다도 더 은유나 암시가 많아서 딱 떨어지는 거 좋아하는 분들도 별로 안 좋아하실 듯 ",10,1
11,"유전에는 진짜 악마가 존재했고, 미드소마에는 사람 자체가 악마였다... ",8,1
12,저 마을에 존윅을 투입해야 합니다 ,9,1
13,유전보다 기괴하고 고어틱합니다. 이번에는 청불 등급이라 다행이네요. 아래 평가에 공감합니다. 밝은 지옥에 댕겨온거같아요. 오늘 오전 이 시간부터 계속 잔상이 남을듯. 영화 속 내포하는것들이 꽤 있는것 같아 다시보고싶...,10,1
14,크레딧 올라갈때 나오는 음악은 Frankie Valli의 'The sun ain't gonna shine'입니다. 모르시는분들이 볼수있게 위로 올려주세요. ,10,1
15,관람객보다가 정신병 걸릴 것 같았음.. ,7,1
16,마지막 장면에서 경쾌한 음악과 함께 흐뭇하게 보고있는 나 자신을 보고 소름돋았다 처음엔 사이비가 이질감이 들었는데 나중엔 일반인이 더 이질감이든다 사이비종교가 왜 무서운지 어떤것들이 망가지고 무너지는지 잘 표현한 영...,8,1
17,근데 예고편에 발이 공중부양하는 씬 있었는데 영화에 있었나요? 왜 못본것같지.. ,7,1
18,이건 미친짓이야 난 여기서 빠져나가야겠어 ,10,1
19,2시간이 넘는 동안 천재변태감독이보여주는 지옥행체험영화ㅋㅋ 시사회때봤는데도 장면들이 너무강렬해서 그런지 끝나고나서 아직도 잔상에남음... ,9,1
20,관람객데이트할 때 보면 좋은 영화! 허허 ,10,1
21,남.녀의 성기를 야동이 아닌 극장에서 이렇게 보기는 처음같다 ,9,1
22,아 펠레...? 어 팰래 ,10,1
23,우리나라의 얼이 담겨있다 강강술래~! ,7,1
24,이런 영화를 극장에서 볼 수 있었다는 것이 신기하고도 좋았습니다. 한번쯤은 경험해봐도 좋은 찬란한 지옥 ㅋㅋ 추천요 ,10,1
25,호러를 이렇게 찍다니.. 감독 천재 아니면 변태다 ,10,1
26,이것만은 확실하다 호불호는 확실히 갈릴 영화. 잔인하고 멍하고 피폐한 거 싫어하고 밝은 거 좋아하는 사람은 절대 보지 말기를. 개인적으로는 정신적으로 극한까지 휘몰아치는 영화를 보며 얻는 극적 경험 카타르시스를 좋아...,10,1
27,보지마세요 이유가 궁금하면 보세요 ,1,0
28,영화속 제물중 하나는 관객이었다. 된장. ,1,0
29,근데 마을사람들이랑 남친 친구가 주인공한테 다정하게 대하고 이해하려하는데 이런 상술은 길거리에서 종교권유하는 사람들이랑 진짜로 말투 똑같습니다..:( 그런식으로 사람 현혹시키는 수법입니다.. ,2,0
30,유전으로 입지 다지고 미드소마에서는 감독 하고 싶은 거 다 표현한 듯하다. 다 떠나서 이런 영화를 앞으로 또 볼 수 있을까 싶음. ,10,1
31,정말정말 진심으로 이영화를 보시려는분들께 말씀드립니다. 호러도예술도뭣도 아니고 그냥 또라이같고 지루하고 더럽고 정신병걸릴거같은 영화입니다. 여러사람들의 시간낭비돈낭비 무엇보다 정신적 피해를 막기 위해 일부러 들어와서...,1,0
32,관람객밝은 지옥을 보고온 느낌 ,10,1
