,document,star,label
0,이루어지는 사랑만이 아름다운 사랑이 아니라는 걸 느꼈다 ,10,1
1,Miluju tebe ,9,1
2,"흔들리는 카메라, 소음 섞인 대화, 뭔가 어설프고 어눌한 연기자들의 모습들, 이 모든 것들이 정제하지 않은 아련한 추억 속 한 페이지를 들추는 듯 느껴진 영화 ",10,1
3,영화가 끝나고 네이버 검색창에 '밀루유떼베'를 친순간 몸에 전율이 흘렀다.. ,10,1
4,지금까지 본 음악영화 중 최고가 아닌가 싶다... 왜 이제야 봤을까! 캬~ ,10,1
5,당연 비긴 어게인보단 투박하고 다소 거친 원스가 훨씬 가슴에 와닿는다. 왜일까? ,9,1
6,음악은 사랑을 부른다 ,9,1
7,감성이 있는 사람이라면 이 영화를 봐라. 당신의 감성을 더욱 풍요롭게 해 줄 것이다.  감성이 메마른 사람이라면 이 영화를 봐라. 숨어있던 당신의 감성을 깨워줄  것이다. ,10,1
8,"분명 스토리가 탄탄하다거나 연기가 뛰어나다거나 그런건 전혀 없는 단순히 ""음악""적인 영화이다.허나 감독이 자기 만족으로 만든 저예산영화 촬영도구는 캠코더2대 극장상영용으로 만든게 아니란걸 감안한다면 뛰...",9,1
9,와 노래도최고고 내용도 최고 ,10,1
10,MSG 없는 신선한 음식을 맛본 느낌. ,10,1
11,도대체 이게왜 비긴어게인보다 평점 낮은지 이해안간다.... 비긴어게인도 노래좋지만 영화자체와 로맨스같은건 원스가 훨씬좋은것같다 ,10,1
12,솔직히 비긴 어게인보단 원스가 훨씬 나은거 같음 비긴 어게인에는 없는 순수함 같은게 존재한다 짧고 굵은 진정한 음악 영화 ,10,1
13,최고지 무슨말이 더 필요하냐 ,10,1
14,"슬픈장면이 있는것도 아닌데 마음을 무겁게만든다. 몸안쪽에서 뭉근히 퍼지는듯한 슬픔. ost역시 최고였다. 저예산 영화라고들었는데, 그렇게 만들었기에 좀더 현실같았다. 마음속에 오랫동안 남을영화. ",10,1
15,가슴한쪽이.웅클해지는 영화 ,10,1
16,관람객비긴어게인 먼저 보고 호기심이 동해서 원스를 보게 되었는데 비긴어게인은 원스에 비해 많이 아쉽네요  간만에 본 좋은 영화였어요 ,8,1
17,비긴 어게인때문에  알게 되었지만 그보다 오래토록 쓸쓸하고 짙고 잔잔하고 뜨겁다. ,9,1
18,"음악을 좋아하고, 부모를 생각하는 마음, 자식을 아끼고, 친구와 교감하고, 옛사랑을 그리워하는 모든 것들이 결국은 사랑의 다른 형태.. 그녀를 위해 피아노를 사주는 그의 마음이 사랑스럽다. 음악으로 위로받을 수 있다...",10,1
19,"음악만으로 거의 모든 이야기를 할 수 있다니, 놀랍다. ",8,1
20,남주가 고흐를 많이 닮았다. ,9,1
21,관람객take this sinking boat ,10,1
22,그냥 심취해서 보게 만드네요... ,9,1
23,왜좋은지 모르겠다...그냥 너무 좋다..ㅠㅠ 슬픈사랑인것같은데 정말좋다ㅠㅠ ,10,1
24,관람객마지막 여운이 정말 깊은 영화.. 이렇게도 할 수 있는 그런 사랑이 하고싶다 ,10,1
25,관람객잔잔한 음악과 전개.. 비긴어게인에 비하면 다소 지루할수 있지만 구성이 편안하다. ,10,1
26,말로 표현 할 수 없는.. 그런 영화.. 영화가 끝나고는 별 감흥이 없었는데 밀루유 떼베의 뜻을 알고나서 심장이 쿵쿵쿵 뛰었다.. ,10,1
27,다큐를 보는 듯한 실제같은 느낌의 뮤지컬 영화. 마지막 장면은 평생 못잊을 듯 하다. ,9,1
28,관람객그냥 마냥좋았어요잔잔하구비긴어게인은 여성스럽다면 원스는 좀더 남성스러운 느낌 ,10,1
29,영화아닌 영화 연기아닌 연기 그리고 녹아드는 음악.정제되지않은 아름다움이 있다. ,9,1
30,"최근 비긴 어게인을 보니, 원스가 더욱 그리워 지네요. 이런 작품은 두 번 나오기 어렵죠. ",10,1
31,진짜 수많은 영화들과 다른 뭔가가있다 ,10,1
32,비긴어게인을 봤는데 입가심으로 원스를 다시 보고 싶더라. 비긴어게인이 원스보다 모든 면에서 진화했단 평에 공감을 준 이들 가운데 몇이나 원스를 봤을지 궁금하다. ,10,1
33,관람객매년 가을 생각나는 영화. ,10,1
34,"희망이 되게해준 음악 , 추억이 되게해준 영화 ",10,1
