,document,star,label
0,내  인생 영화 top3에 등록... ,10,1
1,관람객디지털에 아날로그를 담고있네요 . 누구나의 마음을 위로해 주는 영화 ,8,1
2,절대 비공감의 상황 속의 절대 공감 ,9,1
3,멜로영화중 여태까지 보지 않았던 새로운 느낌을 준 영화 ,10,1
4,관람객소유할 수 없고  사라질 것에 대해 그래도 사랑 할 수 있는 용기가 있는지 묻는 영화 ,8,1
5,처음으로 감상평을 쓰네요.마음이 꽉차는 그런 느낌을 받습니다.미묘한 이감정 함께 나누고 싶어요. ,10,1
6,관람객보고나면 외롭고 허무하지만 위로가 되는 영화. 스칼렛요한슨의 목소리는 너무나 매력적이었고 호아킨피닉스의 배바지는 너무나 사랑스러웠다. ,9,1
7,사랑은 몸이 아닌 가슴으로 대상이 누구든지 ,9,1
8,인간의 외로움을 여실히 드러내준 영화 너무나 공감되어 보는 내내 외로웠던 영화 ,10,1
9,혼자 심심해서 맞는 시간대의 영화 아무거나 골라서 본건데 진짜 최고였어요.. 영상미도 좋고 내용도 좋아요.. 기쁘기도 하고 착잡하기도 하고.. 정말 묘해요 ,10,1
10,이런게 진짜 멜로지 한국멜로보다 비교도 안되네 ,10,1
11,이렇게 영화자체가 이쁜영화 처음보았다.요근래몇년간본 영화중 탑...특히 영화의 영상미가 환상적임 ,10,1
12,"관람객그녀가 641명을 사귄다는 이유로 이별을 말할때. 도리어 평범한 느낌을 받았다. 헤어짐의, 이별의 순간에 어떤 이유든 상대방에게 납득이 되는 것이 있으랴. 어떤 사랑의 형태도 본질은 다르지 않음을 암시하는 영화.. ",10,1
13,우리나라 영화는 관객들 눈물은 곧잘빼내는데.. 왜 이영화나 어바웃타임 같은 영화들 처럼 길게 남는 여운은 담지 못하는걸까.. 이 영화 참 좋다 ,10,1
14,올해 본 영화중 최고의 멜로영화였다 ,10,1
15,관람객소재가 굉장히 신선합니다.공감이 잘안되는 상황일까 걱정했는데 감정이입해서 몰입해 잘봤습니다.현대인간에대해 사랑에대해 다시한번 생각하게하는 좋은영화라고 생각합니다. ,9,1
16,관람객너무나 감각적이고 재미있는 영화입니다 와킨피닉스 연기는 말할것도 없고  음성으로만 사랑을 나누는데도 더없이 생생하게 다가옵니다 ㅠㅠ 영화를 지배하는 따뜻한색감도 굿 아케이드파이어의 음악도 굿! ,10,1
17,"관람객플라토닉 러브를 기막히게 재현한 감독의 센쓰에 놀라고, 사랑에 관해서는 소유냐 혹은 사랑 그 자체로 온전한거냐 라는 물음을 던져준...오랫만에 생각할 꺼리를 준 좋은영화였어요~ ",10,1
18,관람객이건 진짜 여러 번 봐도 될만큼 생각을 많이 하게 하는 영화네요! 완전 추천합니다!! ,9,1
19,현대를 살아가는 이들이 꼭 봐야할 사랑영화 ,10,1
