,document,star,label
0,히가시데 마사히로 얼굴에 별 십점 ,10,1
1,연기를 가장한 현실 불륜 ,1,0
2,관람객평론가 평 웃기네 여성관이 왜 나오는지? 같은 영화 본거 맞나 싶음 ,8,1
3,나도 한때는 반짝반짝 빛나는 꿈을 꿨었지만 현실적인 문제로 포기했다. 지금은 그 꿈을 조금 닮은 분야의 안정적인 직업을 가지고 살아간다. 하지만 어느날 내게 꿈이 다가와 먼저 손을 내민다면.... 나도 아사코처럼 흔...,10,1
4,영화를 여자하나로만 보는 편협한 시각을 가진 사람이 무슨 영화평론을 한다는건지 ,9,1
5,"이해할수 없는 미친사람 같지만,이해할수 없이 미친게 사랑이다. ",8,1
6,재미는 있었는데 남주에 감정이입하고 보니 도저히 여주가 용서가 안돼....남주의 가슴을 찌른게 아니라 뭉개버렸음ㅠㅠ 근 5 년간의 사랑이 전부 망가지는 가슴아픈  상황이였음ㅠ ,10,1
7,"관람객전형적인 멜로영화가 아니라, 많은 것을 생각하게 해주는 영화. 두 배우의 연기가 머릿속에 자꾸 맴돈다. ",9,1
8,스토리는 '판타지'인데 인물들의 감정선은 '현실'이다. 잘 만든 영화라 느껴졌다. ,9,1
9,"어제 시네마톡을 들었는데 정말이지 은유와 상징이 넘쳐나는 영화더군요. 바쿠와 료헤이뿐만 아니라 모든 것은 두 번 반복됩니다. 바다와 오로라, 카레와 라따뚜이, 동일본대지진의 전과 후 등을 생각하며 보시는 것도 재밌을...",10,1
10,가끔 똥인지 된장인지 직접 먹어보는 것도 괜찮다 ,10,1
11,머리가 아니라 행동을 취한 다음 얻게 되는 사랑의 깨달음. 수동태가 아니라 능동태일 때 알 수 있는 것들. 바쿠와 료헤이가 아닌 아사코가 영화의 주체인 이유. ,9,1
12,관람객나는 한번쯤 누군가의 바쿠 또는 아사코. ,10,1
13,관람객여주보다 고양이가 연기를 더 잘한다 ,4,0
14,뭐 이런 영화에 극찬을 하는지오히려 너무 극단적으로 왔다갔다 해서 현실적이지 않음5년간의 관계를 버리고 도망간 것 까진 그렇다 쳐.폰도 버려버릴 정도로 결심을 해놓고는 갑자기 다시 돌아간다고ㅋㅋㅋ 나같으면 여주가 정...,1,0
15,"관람객사랑의 불완전성~때로는 불어난 흙탕물이기도, 동시에 그것이 아름답기도.... ",8,1
16,료헤이와 바쿠가 동시 등장했을때의 그 눈빛 연기가 압권이었음. ,10,1
17,관람객호불호 갈리겠지만.. 갠적으로 두시간에 불구하고 지루하지 않았다...뒤로 갈수록 몰입력있는 영화 ,7,1
18,관람객긴 꿈 같았던 것 결국 나는 변하지 않았다. ,10,1
19,히가시데 마사히로 연기가 좋았다. 올해 보길 잘했다고 생각이 드는 영화이다! ,10,1
20,관람객비슷한경험있는사람들 보면 후유증 엄청나요 ㅠㅠ ,10,1
21,원래는 8점 줄 건데 0점이 너무 많아서 10점 줍니다.쓸데없는 개그욕심으로 장면 날려먹는 영화들보다매장면매장면 의미있는 아사코가 훨씬 낫다.다만 아사코의 역할이 조금 어색했던 건 맞지만그것이 이 영화를 끌고 나간다...,10,1
22,2번 봤네요. 흔한 멜로물은 아닙니다.  생각할 꺼리가 좀 있어요. 카타카 에리카의 외모에 반해서 보러 간 팬들은 오히려 그녀의 연기에 반해서 나올듯 ,9,1
23,"관람객[봄날은 간다]가 한국적 정서라면, [아사코]는 일본의 정서라는 생각이 들었어요. 둘 다 사랑의 본질을 압축적으로 보여주지만 [봄날..]은  여러 연의 서정시 같다면 [아사코]는 하이쿠 같네요. 담백하고 칼같은. ",8,1
24,"아사코가 왜 그런 첫번째 선택을 했을까 탄식이 나왔지만, 결국 성장하기 위해선 어떤 것이든 선택을 해야한다는 것 ",8,1
25,아니 내가 대체 뭘 본 거지 ,8,1
26,판타지와 현실속에서의 갈등 ,9,1
27,관람객두 배우의 연기가 좋고 생각하게 만드는 멜로 영화네요 생각지 못한 방향이었지만 그래서 더 인상깊었어요 ,10,1
28,이쁘고 잘생김에 가려진 두 로봇 내지는 감정없는 감정 이상 싸이코패스 인간 둘의 사랑 이야기. 맥락없고 이해없는 감정 전개는 그저 억지스러울 뿐. 영화에 세번 나오는 이상한 전자파 같은 거지같은 음악은 괴기스럽기 까...,2,0
29,"관람객곱씹으면 곱씹을수록 마음에 남는 영화. 클리셰인듯 예상을 깨버리는 전개가 얼얼하고 아픈데, 그래서인지 자꾸만 더 보고싶어지는 영화 . ",9,1
30,여주 짱 이쁨! 오래 기억될 영화 ,10,1
31,"바쿠는 느닷없이 찾아온 사랑, 별안간 이별처럼 격정적인 태풍. 해일, 지진처럼 불안감을 뜻한다. 료헤이는 동일본대지진 시점에서 사귀게 되면서 상처의 회복, 복구를 뜻한다. 두사람에게 바쿠라는 존재는 언제 찾아올지 모...",8,1
