,document,star,label
0,엥 댓글 알바라고 하먄서 평점 ㅈㄴ 낮춰놓는 게 더 댓글 알바같음 ;; 노잼 조폭 알탕 영화들보다 훨~~씬 나음 라미란 배우님 나문희 배우님 김무열 배우님 윤경호 배우님 외 많은 배우님들 ㅇ코믹 연기 넘 조와요 ㅈㄴ...,10,1
1,관람객너무 재밌었어용ㅠ 라미란 짱멋… ,10,1
2,역시 라미란 코미디 연기는 진리다 ㅋㅋㅋㅋ ,10,1
3,관람객영화의 전체적인 취지와 전개는 이해하지만 너무 엉성한 구조와 표현력이 아쉬웠던 졸작^^; ,2,0
4,관람객개그 코드가 딱 내 스타일이야ㅋㅋ ,9,1
5,아니 사람들마다 좋아하는 요소가 다르고 생각하는게 다른데 왜 자기랑 다르면 다 댓글알바라하는거지?; 일반화 오지네 ,10,1
6,관람객오락영화로 즐기기엔 손색없다 ,10,1
7,관람객기대없이 봐서 그런가 너무 웃음-_-ㅋㅋ ,9,1
8,시간이갈수록 실망스러워졌다... ,4,0
9,아니진짜 개재밌음 ㅠㅠ 개웃김 미쳤음 ㅋㅋㅋ역대급 코미디임ㅋㅋㅋ 진짜 한 1년동안 재밌는 영화를 못봤는데 ㄹㅇ 개꿀잼 와... 사실 극한직업도 그렇게 웃기진 않다고 생각했는데 진짜 이 영화 스토리도 그렇고 연기도 그...,10,1
10,관람객부모님은 재밌다고 하시는데 저는 좀 지루했어요.. 피식피식 몇번 웃은듯.. 유머코드 맞는 분들이 보시면 좋겠네요 ,4,0
11,음... 내가 생각하는 재미랑 여기 사람들이 재밌다고 말하는 재미랑 다른건가..?? ,4,0
12,넷플릭스에서 해주면 20분정도보다가 끄고 유튜브보러갈만한영화 ,2,0
13,대체 어떤부분이 웃낀거야 ?? ,1,0
14,관람객코미디영화인데 뭔가 코미디영화같기도하고 가족영화 같기도하고 재밌더라 ㅋ ,9,1
15,진심 재미있냐이게?? 양심좀챙기자 ,1,0
16,26년 살면서 처음으로 후기남깁니다.충격적이었습니다 정말 ,1,0
17,관람객코미디도 아니고 뭣도 아니다 집에서 라면먹으면서 보기도 아까운 영화 ,2,0
18,댓글알바 판단하는 법 = 평점에 ㅋㅋㅋ 들어가있으면 주작 ,1,0
19,보다잤어요..진짜.. ,2,0
20,한국 영화의 찬란한 발전을 위해 1점 ,1,0
21,초반 부터 재밌고 유쾌 했습니다 ~ ㅎㅎㅎ 라미란 연기가 하드캐리 ,10,1
22,이딴 영화가 평점 9.5라고?? ,1,0
23,관람객기대많이했는데 아니에요 ,2,0
24,관람객너무 너무 재밌었습니다!! ,10,1
25,관람객재미가 그닥이네요..엄마도 요근래 본것중 별로라고..라미란씨 연기는 좋은데 내용이 코믹이긴한데 빵터지는 부분도 크게없고..억지스런감이 있어요 ,4,0
26,관람객쉴틈없이 웃었다!! 라미란언니 사랑해요!!! ,10,1
27,발냄새 이야기 할 때 마다 웃겨 죽는 줄 ㅋㅋ ,10,1
28,예고편보고도 웃겼는데ㅋㅋㅋ풀로보니까 더웃김ㅋㅋㅋㅋ 반차라서 조조로 봤는데 웃음소리가 마스크 뚫고 나감ㅋㅋㅋ ,10,1
29,"관람객영화관에 사람 많지 않았는데 꽤 웃음소리 크게 나올만큼 웃음 포인트가 있었습니다. 재밌게 봤습니다. 거짓말을 못하는 선거후보라는 점이 신선했고, 영화 속에 고구마 잔뜩 먹이는 내용/인물이 딱히 없어서 편하게 봤습니다...",9,1
30,씨지비에서 시사로 보고왔는데 재밌었음 라미란도 개웃긴데 나문희갘ㅋㅋㅋㅋ존웃 ,10,1
31,난재미없었는데...내 개그코드가아니었나봄ㅜㅜ명절에 tv에서 해주는 영화 딱 그정도... ,2,0
32,관람객배우들의 완벽한 호흡 ㅋㅋ 시간가는줄 모르고 봤습니다 ,10,1
33,소소하게 즐기기엔 좋음ㅎㅎㅎ기대 안하시고 가면 재밌게 보다 나올듯해요 ,8,1
34,관람객진짜너무웃겨서 웃다가 눈물남 ㅠㅠㅠㅠ 엄마랑 봤는데 엄마도 오랜만에 스트레스 풀렸다고 넘나 좋아하심(극장직원한테 물어봤는데 요즘 매일 전체 방역한다고 얘기해줬어요 정직한후보 안본사람없게해주세요!!!!) ,9,1
35,역시 라미란 ㅋㅋㅋ 눈물 쏙 빼게 웃기고 눈물 쏙 빼게 슬프네요 오랜만에 재미있는 코미디 보고 왔습니다 걸캅스 이후로 라미란 주연 존버 타고 있었는데 역시 보길 잘했다는 생각이 들어  시장 되는 거 2탄 만들어 줘....,10,1
36,사재기 정직하게 합시다 ,1,0
37,관람객라미란의 연기력은 진짜.. ㅋㅋㅋ ,10,1
38,솔직히 많이 별로였어요. ,1,0
39,정직한 후보가 재밌으면 추천 수퍼 소닉이 재밌으면 비추천 ,10,1
40,연기자가 아까운 영화였습니다. ,1,0
41,페이커 매드무비나 봐라 ㅋㄷㅋㄷ ,1,0
42,알바들은 어디서 구하며 또 얼마나 받는걸까 ?? ,1,0
43,별로 기대는 크게 안하고 갔은데.. 가서 엄청 웃다가 왔습니다 폭력적이고 심각할 수 있는 장면도 해학적으로 잘 풀어내고 라미란& 김무열 배우의 연기가 아주 찰떡 이라서 재밌게 잘 봤습니다 ~^^ ,10,1
44,왜코미디인지 모르겠음.그냥 정신없는 영화. ,1,0
45,주작무새들 판치네 ,1,0
46,ㅋㄱㅋ알바개많네 자다나옴 ,1,0
47,관람객개핵노잼  돈아까움  걍  돈으로밥이나먹는게  나음 ,2,0
48,관람객별 재미도 없고 그지같은데 시간만 낭비 옜다 별점 ,1,0
49,감독때문에 거르려다 라미란때문에 봤다역시 영화는 배우만 가지고는 안된다. ,2,0
50,라미란 배우님 연기 너무 찰지게 함ㅋㅋㅋ ,10,1
51,영화 제작 기간 3달이라는 소리듣고 믿고 거름 ,2,0
52,라미란 배우 인정 ㅋㅋㅋㅋ 오랜만에 극장에서 육성으로 터졌어요흥행해라!!!! ,10,1
53,억지 코미디 핵노잼. ,1,0
54,알봐 아놔 내인생 최악의 코미디영화 ,1,0
55,나도 댓글알바시켜줘 돈좀 벌자댓글알바시켜주면 벌점 3점줄수있음 ,1,0
56,핵.노.잼.핵.유.치.짬.뽕.돈.아.깝.다 ,1,0
57,후회막급자신있음 보시길 ,2,0
58,"평점이 높아서 기대하고 봤는데 그냥 그랬어요.. 초반엔 그래도 웃음 포인트가 있는데 영화가 후반부로 갈수록 웃음 포인트는 찾기 힘들었고, 내용도 그저 그런 .. , 그래도 라미란배우님, 김무열배우님 연기는 정말 좋았...",2,0
59,관람객걍 나중엔 라미란이 숨만쉬어도 웃김 계속 잔잔바리로 웃겨주고 배우들의 (라미란-김무열/라미란-라미란남편/라미란-라미란아들) 합이 아주 잘맞았던영화. 개연성이 떨어진다고 느낄수도 있는 구간들은 물론 있다 하지만 K-샤...,8,1
60,관람객와 진짜 오랜만에 꿀잠잣다 ㄹㅇ평점조작이란게 이런거구만 ,2,0
61,제작기간 검색하니 작년 9월이네. 5개월전. 3시 개봉영화영화관에 약 25명정도. 코믹영화에 웃음소리 한번 못들어봄. 유치찬란 피~~~식 그리곤 6시쯤 친구들과 영화 보러간다는 딸에게 빨리 예매 취소하라고함. 평? ...,2,0
62,재밌다 백두산같은 거랑 차원이 틀려 ㅋㅋ ,10,1
63,평식이형님 이번엔 평점 정확히 주셨네 알바들 너무 티난다 ,1,0
64,웃겨요ㅋㅋㅋ!!!! ,10,1
65,요즘 이런 영화를 만들고 흥행을 바라는건가?관객 우롱!! ,1,0
66,이걸  영화라고...진짜...아오 퉤 ,2,0
67,믿고 보는 라미란ㅋㅋㅋㅋ 진실의혀 ,10,1
68,관람객엄청 기대하고 봐서 그런지 기대보단 조금 아쉬웠지만 부모님께서 오랜만에 엄청 웃으셔서 제가 기분이 좋았어요^^ 감사합니다 ,10,1
69,상당히 유치해서 억지로 웃기려는 느낌... ,2,0
70,보지마라 여친땜에 어쩔수 없이 봤지만은 진짜 주변에 누구라도 이영화를 보러간다는 사람있으면 줘패가지고 이영화 내릴때까지 전치 한 4주짜리 끊게 할거다 진짜 OO OO게 재미없다 ,1,0
71,관람객넘 재미없어서 쿨쿨 잤어요 ,2,0
