,document,star,label
0,"생각보다 존잼임, 집에 와서 따라하다가 엄마한테 쳐맞음 ",10,1
1,관람객갓 엽문.. 견자단형님 존경합니다 엽문의 파이널 마지막시리즈를 영화관에서 배웅합니다 꼭보세요 상영관이 많지 않은게 아쉽네요 ,10,1
2,박평식은 답이없다 걍 평론가는 개나소나하는듯 ,10,1
3,영화가 이렇다 저렇다 말하고 싶지 않습니다. 단지 11년간 그의 여정을 지켜본 팬으로서 그의 액션을 마지막으로 한번 더 볼 수 있어서 마지막 여정을 함께할 수 있어 행복했습니다. 굿바이 나의 영웅. ,10,1
4,박평식 평론가 아침체조하듯 씩씩하게??말을참 x같이하네 체조라도 해보기도햇슈??저런체조도 수OO노력해야 가능한거야영화를 평론하는사람인지 조롱할라고글을적은건지..ㅉㅉ 부모인성이 보인다 나이값좀하고 글쓰세요 ,10,1
5,코로나때문에 답답해주글것같았는데 국밥 한사바리 한것처럼 시워어언해지는 액션이었읍니다 ,10,1
6,자단이형 이제 보내주자후속편도 최선을 다한게보인다..다명장면이지만 1화부터 영상 쫙나올때 너무 찡했다...미국에 록키가있다면 쭝국엔 엽문이 있다...우리나라엔...장군의아들?ㅋㅋㅋ중국액션 예전에비해 많이 시들해졌는데...,10,1
7,중국 정통무술의 마지막 영화라는 것만으로도 볼 의미 충분함 ,10,1
8,가끔 보면 전문가들이 평은 비꼬는게 다인듯..아침체조는 하면서 글쓰는지?딴지거는게 전문가 평이면 다하것다... ,9,1
9,"견자단=엽문, 엽문=견자단. 이번 작품도 견자단 형님이 씹어먹으셨다...마지막이라는게 믿기지 않는다. ",10,1
10,"박평식같은 평론가가 정말싫다, 재수없다. ",10,1
11,시리즈 대장정이 끝나고 확실히 무술영화로서는 일품이다 하지만 인종차별에 맞서 자신들의 정체성을 지키는 것은 좋은데 미 해병대와 이민국을 개인의 감정에 얽매여 함부로 행동하는 양아치 같은 집단으로 그리는 것은 좀 아쉬...,7,1
12,"1,2,3편 한편도 못봤구 시간대가 이것만 맞아서 혼자 봤는데 눈물콧물 쏙ㅡ빼구 왔어요.. ㅠㅠ 액션도 액션인데 감동이구 뭔가 국뽕아닌 아시아뽕 약간 있구요ㅠㅜ 영화 다보구 나서 한 분 한 분 다 찾아보는 중이에요ㅠ...",10,1
13,액션뿐 아니라 감동코드도 잇어 좋았음 ,8,1
14,요즘 옛날영화만 틀어줄수밖에 없는 극장에서 간만에 액션으로 조져주는 영화. 단점은 짱 개 국뽕이 너무 씨게 묻어나오는거 빼면 볼만함 ,8,1
15,견자단이 엽문으로 보였습니다. ,10,1
16,"관람객엽문4, 재밌게 봤어요. 끝맺음을 참 잘했네요. 1편부터 3편, 외전까지 모두 봤는데, 겸손함에 대한 동양적 정서가 크게 와닿네요. 시원섭섭합니다. ",10,1
17,엽문 시리즈는 스토리도 재밌어서 좋음. 이소룡 동반 스틸은 보는데 눈물날 뻔 ㅠ ,10,1
18,이민자의 설움과 아픔 인종차별은 우리나라 이민자들도 겪었을 고통이었어서 공감은 가고 괜찮았음.. 한국뽕 영화도 불편한게 많은데 이것도 중국뽕이 너무 심해서 보기는 불편했지만 견자단의 액션을 보고 참을만 했다 너무 멋...,8,1
19,최고는 역시 앞문도 아니고 뒷문도 아닌 ,10,1
20,이보다 완벽한 마무리가 있을까.. 견자단의 슬픈 눈빛은 현시대를 살아가는 사람들에게 과거 무도인들의 삶과 정신을 일깨워주는 동시에 현재 무도계에서 퇴장하는 그의 쓸쓸함을 함축하고 있다. 그동안 함께해서 영광이었습니다...,8,1
21,견자단 최고의 시리즈...엽문이였다.  평생 기억하고 싶은 영화다. ,10,1
22,하..눈물납니다 처음써보네요..엽문 좋아하시는분들은 보지말라고해도 보실껍니다 ,10,1
23,솔직히 마지막이라그러니 뭉클 ,10,1
24,시리즈를 지켜온 견자단에게 예우를 갖추며 마무리를 잘 했다고 생각한다 ,10,1
25,중국 국뽕 영화 그 이상도 그이하도 아님미국은 2차원적 인종차별주의자로 그려짐 ,3,0
26,엽위신 & 견자단 오리지널 엽문 4 최종편입니다. 뭐 더 필요한거 있으세요? 뭘 더 바라는지? 고민 말고 마스크 끼고 가서 보세요. 1~3편 단 한번도 한 장면도 실망시킨 적이 없고 마지막 편도 명불허전이니까. 아....,10,1
