,document,star,label
0,진짜 누가보면 맨옵스틸이 은위 라이벌인줄 알겠네 ㅡㅡ 평점주작질 그만하고 순수 작품성만으로 점수매겼으면 은위는 발가락 때만치도 못따라올텐데 어휴.. 클라스가 비슷해야 라이벌로 쳐주지;; 진정 알바의 폐해가 나타나는구...,10,1
1,와 한순간 평점이 확내려가버림과 동시에 1점주는인간 갑자기많아지네알바들 겁나게 풀었는가보네 그깟 돈 몇푼 받아서 평점조작질한다고 영화 퀄리티가 바뀔줄아냐? 꿈깨라.. 니들이 아무리 주작질해도 영화수준은 평점이아닌 작...,10,1
2,아... 은위 보고 이거 봤는데...은위는 쓰레기로 느껴짐... 한국영화 화이팅 좀.. ,10,1
3,대단한 스케일과 그래픽 더욱 업그레이드 된 액션!십점 만점에 십점입니다~~^^ ,10,1
4,저기 루피님 안습이라는 평남긴거 nine*** 클릭해서 평점보니 알바냄새가 심하게 나거나 액션자체를 아좋아하거나... 은위는 10점 줬네;; 이상하네;; ,9,1
5,이거 재미없다면 이세상엔 재밌는 영화 없는거다 ,10,1
6,"스타트렉,맨오브스틸, 이 두 영화를 냅두고 은밀하게 위대하게를 본다는것은 최고급 뷔페가서 김밥만 처먹고 오는 짓하고 똑같습니다. ",9,1
7,내가 별점1점주는사람들 아이디 평점주는거 확인해보니깐 은밀하게 위대하게는 다 10점이네?그것도 여자말투로 김수현 오빠 대박이에요래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,10,1
8,"역사이래...최고의 액션 영화다...진짜..슈퍼맨 악당중 여자 악당  파오라  짱...열라 섹시하다..조드 장군보다,,여자  크립톤인 파오라의 카리스마가,,1000만 남자 관객들을 학 끌어 모을것이다...슈퍼맨 영화...",10,1
9,동작 하나하나의 후폭풍 하나는 정말 엄청나네요 건물을 다 때려부수면서 싸우는데 ㅋㅋ소닉붐같은것도 볼만했음 볼거리하난 확실한영화 ,10,1
10,감히 내 엄마를 위협하다니 ,10,1
11,이게 졸리고 하품나오면 은위는 뇌사상태 ,10,1
12,국산영화 알바새끼들이 점수깎는게 보인다 ,10,1
13,상식적으로 1점이란 점수가 나올수 잇을까? 개봉 하루도 안되서 벌써 480명이나 재밌다고 댓글을 달정도로 호응이 좋은데 그중 1점짜리 50개 알바넘들땜에 평점이 떨어지네 ,10,1
14,알바들 엄청 풀었네....그래도 볼사람은 다 볼텐테.... ,10,1
15,슈퍼맨의 성장과정이 지루할수 있으나 개인적으로는 그런 성장과정을 보는 내내 마음이 아프고 지루하지 않았습니다...액션은 뭐 말할 필요가 없고!!!마치 배트맨 비긴즈 같이 슈퍼맨의 시작을 알리는...벌써 2편이 기다려...,10,1
16,여자들 평점 준거봐라 ㅋㅋㅋ7.28ㅋㅋㅋ양심없는 김수현 OOOO들아  영화는 영화로 평가해야지 배우로 평가하는게 아니란다 ㅋㅋㅋㅋ ,10,1
17,액션 스토리 쩝니다..어벤져스. 아이언맨.  스파이더맨보다도...역대 액션중 최고였네요 ,9,1
18,솔직히 1점은 아니다 ㅡㅡ 알바새끼들 진짜;; 개념없네 ,10,1
19,1점 주는 한국영화알바들에게 속지마라. 스토리에 목숨거는분 아니면 충분히 볼만한 영화다. 폭발적인 액션이 찰지다 못해 박터진다. ,10,1
