,document,star,label
0,관람객이 영화는 미쳤다. 넷플릭스가 일상화된 시대에 극장이 존재해야하는 이유를 증명해준다. ,10,1
1,충무로: 이거 어케하는거냐? ,8,1
2,"관람객아카데미에서 촬영상, 음향효과상, 시각효과상을 받은 이유가 고스란히 녹아있는 영화. IMAX로 관람하는걸 추천한다. ",10,1
3,"관람객처절한 전쟁 속에서, 한 남자를 영웅으로 만든 것은 훈장도 장군의 명령도 아닌 바로 옆 전우였다. ",10,1
4,촬영감독의 영혼까지 갈아넣은 마스터피스 ,10,1
5,오스카 작품상 탔어도 할말 없었을것 같다. ,10,1
6,관람객관객을 1917년 4월 6일로 데려놓는 마법같은 작품 ,10,1
7,주인공을 카메라가 계속 따라가는데.. 세트장이 엄청 넓은거에 놀랐습니다. 직접 1차대전에 참전하는 느낌.. 이때당시 군인들 20년뒤 히틀러라는 극악의 악마로 자식들 다 전장에 몰리고 더 최악의 고통을 받을껀데 참.....,10,1
8,닥터스트레인지의 판단력이 좋았다. ,10,1
9,관람객앞으로 유사한 영화가 나올때마다 회자될 작품. 특히 원테이크로 보이게 하는 촬영과 연출은 봐도봐도 놀랍다. ,10,1
10,아카데미 작품상이야 작품전체를 보는거니 기생충이 받을수도 있다고 보는데 감독상은 1917 줬어도 할말 없음. 감독의 참신성이 빛을 발함. 결론적으로 아카데미 작품상과 감독상을 1917이 받았어도 아무 할말 없는 것이...,10,1
11,솔직히 나는 기생충보다 이영화가 더 재미있었다. ,10,1
12,솔직히 연출력만으로 최고의 영화다. 마치 우리가 투명인간이 되서 그들을 지켜보는 듯했다. 마지막장면은 영화 내내 쉴시간이 없었던것에 대한 피로감을 풀어줘서 기승전결도 완벽. ,10,1
13,스포일러가 포함된 감상평입니다. 감상평 보기노래 쳐 안듣고 뛰어갔으면 80명은 더 살렸겠다 ,10,1
14,진짜 원테이크 장면 너무 긴거 아님?? 촬영하기 진짜 힘들었을 듯... ,10,1
15,막판에 횡으로 수많은 병사가 신호와 함께 우르르 튀어나올때 주인공 혼자 종으로 막 달리는 장면 와 진짜ㅋㅋㅋㅋ대박 무조건 아이맥스로 보세요! ,10,1
16,관람객온힘을 다해 뛸때 울컥한다. 인생작 리스트에 하나 추가 ,10,1
17,"관람객오랜만에 영화란 극장에서 보는 것이라는 느낌을 갖게 해 준 명작. 카메라의 움직임, 배우의 감정, 360도로 전쟁이라는 공간, 주인공에게 주어진 미션과 여정. 그 모든 것이 완벽하게 짜여진 영화. 정말 좋은 영화다....",10,1
18,"스포일러가 포함된 감상평입니다. 감상평 보기수많은 난관을 거치고 거쳐 도달한 곳은 결국 시작과 똑같은 풀밭 속 나무기둥 옆. 전쟁은 여전히 계속되고 있지만, 햇살이 그를 위로하듯이 드리운다. ",10,1
19,"솔직히 샘 멘데스 감독 좀 억울할듯기생충도 재밌게 봤지만, 이거 보고나서 좀 억울했겠다는 생각이 팍듬.. ",10,1
20,관람객영화가 보통  컷트 컷트로 찍는게 대부분인데ㅡ이영화는 한컷으로 촬영한거 같다.ㅡ리얼 그장소에 내가 있는거 처럼 느껴졋고 끝까지 긴장감을 늦출 수 없다. ,10,1
21,원테이크 촬영신은 볼때마다 대단하다 후보에 오를만 했음 ,9,1
22,일단..극장에서 보는걸  추천드립니다.카메라감독 상 줘야 할판  엄청나게  잘 찍음 ,10,1
23,기생충이 그냥 백인이 나온 헐리우드 영화였다면 절대 1917을 이기지 못했을것. 1917은 오히려 백인의 헐리우드 영화라 차별받음. 진짜 근래 보기 드믄 명작 ,10,1
24,동료를 잃고 목숨을 잃을 위기를 극복해나가며 달려 얻은 것은 전쟁의 무의미함과 허무함 뿐. ,10,1
25,관람객상 많이 받았다길래 기대하고 본 영화인데 진짜 최고!!지루하지않고 끝까지 시간가는줄 모르고 본영화음악땜에 더 긴장하고 조마조마했음 ,10,1
26,이 모든 것이 하루만의 일이라니... ,10,1
27,독일군보다 무서운건 NG다. ,10,1
28,스포일러가 포함된 감상평입니다. 감상평 보기야외에서 롱테이크 방식으로 찍는게 쉬운게 아닌데 그걸 해낸 엄청난 영화이고 주인공들의 감정을 잘 드러냄. 특히 마지막에 돌진하는 군인들과 다른 방향으로 뛰는 주인공의 모습은 굉장히 인상적임. ,10,1
29,관람객전쟁영화의 마스터피스. 모든 것이 완벽한 영화. ,10,1
30,전쟁이 끝나는 길은 마지막 한사람까지 죽는 것이다. ,9,1
31,전쟁씬 안나온다고 보지말라던 사람들 너무 한심하다 ,10,1
32,"관람객진짜 스크린에서 눈을 뗄 수가 없다. 미친 몰입감에다가, 전쟁터에서 있는거처럼 몸에 힘 빡! 주고 보게 됨. 그리고 갑자기 끝에,, 눈물이 흘렀다. 예상하지 못한 감동이 울컥 올라와서 더 놀라운 영화. ",10,1
33,관람객1917년 4월6일 서부전선에 두시간동안 있다가 왔다 ,10,1
34,"관람객진짜 촬영 대박임,, 옆에서 같이 달리는 기분드는 건 당연이고 어느 한 부분에서는 배그처럼 진짜 내가 옆에있는 기분마저 듬,, 스토리는 단순해도 시간 가는 줄 몰랐던 강렬함 최고였다! ",10,1
35,"병사를 따라가다보면 경험할 전쟁의 참상과 자연스레 따라오는 두려움과 먹먹함, 이건 판타지를 제외한 영화의 기술이 구현할 수 있는 가장 최상의 리얼리티 ",10,1
36,지금까지 이런 영화촬영기술은 본적이 없다. 롱테이크 원샷으로 무려 1시간이다. 배우는 배우대로 혼신의 힘을 다했고 촬영감독은 자신의 역량을 뛰어넘었다. 무엇보다 이걸 연출한 감독의 역량은 미쳤다. ,10,1
37,관람객나까지 셋이서 편지 전달하러 가는 기분이었음 ,10,1
38,와 울컥했다. 봉준호가 어떻게 이영화를 이겼는지 모르겠다 ,10,1
39,스포일러가 포함된 감상평입니다. 감상평 보기전달을 해야하기에 다른 병사들과 다른 방향으로 미친듯이 뛰어가는 장면에서 왜인지 눈물이 났다 ,10,1
40,남자주인공이 왜 오스카 노미 안됐는지 의문인 영화 ,9,1
41,관람객진짜 근래 본 영화중 최고다전쟁의 비극을 절제미를 지켜가며 담아낸 수작많은 사람이 봤으면 하는데 코로나 때문에 ㅠ ,10,1
42,기생충이 이거보다 대단한거였나...? ,10,1
43,관람객궁금해서 집근처에서 2D로 봤는데 보자마자 이건 아맥각이라는 생각이 들어서 주말에 아맥으로 또 볼 예정...마지막에 눈물 날뻔함 ,10,1
44,극장에 들어서는 순간 전장에 뛰어든 것이었다. ,10,1
45,이건 영화관에서 안 보면 진짜 후회하는 영화. ,10,1
46,관람객스포일러가 포함된 감상평입니다. 감상평 보기와 마지막부분  전투 돌격 할때 주인공은 옆으로 뛰어가는 장면 소름... ,10,1
47,"전쟁의 참상을 온전히, 객관적으로 바라본다는 것 ",10,1
48,관람객각본이 중요한가? 라는 의문을 던져준다. ,9,1
49,이런영화를 만들어주는 것에 감사하다 ,10,1
50,1917은 조용하게 강렬하다 ,8,1
51,압도적인 촬영기법과 그에못지않은 연기력 마지막 참호밖으로 뛰는 장면은 넋을 놓게 만든다 ,10,1
52,5G로 내가 전쟁속에서 함께 나아가는 갓같은 착각에 빠진다. 제국주의 속 장기판의 땅따먹기 졸이 되버린 청춘들이 1000만 이상 죽었다는 것을 잊지말자! ,10,1
53,정말 어떻게 촬영한거지? 원테이크의 진수다 ,10,1
54,관람객촬영 걍 미쳤음... 경이로울 정도ㅠㅠ 마스터피스 ㅇㅈ ,10,1
55,관람객오히려 단순한 스토리에 억지로 짜네는 스토리가 없어 좋았다.영화보며 내가 그시대에 있다면 철조망에걸려 썩어가는 시체중 한명이 아닐까...전쟁은 수퍼맨이 아닌 평범한 우리들이 그곳에 있었다.... ,8,1
56,1차 세계대전을 참여 할수 있습니다. ,10,1
57,철조망에 널부러진 시체...구더기와 쥐가 들끓는 참호...내가 만약 저기 있었다면 며칠만에 정신병에 걸리지 않았을까.. ,10,1
58,전쟁은 영화가 아닌것을 보여준 영화 ,10,1
59,관람객화끈한 대규모 전투씬은 없다.... 오직 영국군이 대규모 진격하는 장면으로 끝이다.. 1차 세계대전의 처음이자 끝인 참호전도 없다....그런데 이 영화.. 전쟁영화인데.. 스릴러마냥 긴박하게 흐른다...영국판 태극기...,9,1
60,정말 최고의 영화였다. 진짜 영화보면서 경이롭기는 인셉션 이후로 처음이다. ,10,1
61,영국아카데미에서 1917이 작품상과 감독상을 모두 석권해 미국 아카데미 수상 예측을 실패하게 만든 건 영국배우들이 다수 출연한 영국영화였기 때문에 안방에서 상 몰아주기가 아니었을까 하는 게 오늘 조조로 보고 나서 느...,8,1
62,이 영화의 최대 단점 : 코로나중에 한국에 개봉한 것. 많은 한국인이 이 마스터피스를 영화관에서 볼 수없다는 사실이 슬프다. 목숨걸고 보러갈만 하다. ,10,1
63,관람객전쟁터에서 벗어날수 없는 느낌이 들었다.너무 무섭고 답답했다. ,8,1
64,"이 영화는 마치 원테이크처럼 보이지만 실제론 원 컨티뉴어스 컷이라고 여러 장면을 마치 하나의 장면처럼 보이게 이어 붙여 만들었다고 합니다. 그렇다고 해서 이 방법이 결코 쉬운 건 아닌데요, 영화를 보는 내내 원테이크...",10,1
65,"1917이 재미 있으면 추천, 기생충이 재미 있으면 비추천 ",10,1
66,이 영화를 보면 기생충이 왜 아카데미 작품상을 탔는지 이해가 안 될 것이다. ,10,1
67,영화를 본게아니라 2시간 동안 1917년 4월 6일에 잇다 왔다. ,10,1
68,주인공에게 정우가 오버랩되긴했지만 몰입도와 긴장감 스토리 촬영기법 스토리 어떻게 러닝타임이 흘러간줄 모르겠습니다 군대 다녀오셨다면 남성분들께서는 더 재밌게 보실수 있겠네요 ,9,1
69,Am I dying? Yes.. ,10,1
70,작품상은 이건데... ,10,1
71,관람객롱테이크 기법으로 촬영하여 단 1번 빼고 화면이 쭉 이어지는 연출 덕분에 제가 몰입을 매우 잘하고 봤습니다. 사실상 처음부터 끝까지 원샷으로 영화를 찍은게 대단합니다. 연기자도 대단하고 카메라 촬영한 스태프도 대단하...,10,1
72,관람객어벤져스도 살짝 졸았는데 간만에 영화봄서 안졸았네 그리고 카메라는 어떤식으로 찍은겨? ,10,1
73,떨어지는 하얀 체리 꽃잎들은 전쟁 속에서 가족 곁을 떠나간 수많은 청춘들의 모습 같이 보인다 ,8,1
74,관람객몰입감 장난 아님 ㄷㄷㄷ 제작진들이 영화에 영혼을 갈아넣은듯.. ,10,1
75,기생충이 살을 꼬집는 영화라면 이영화는 가슴을 치는 영화다 ,9,1
76,아이맥스로 볼걸 후회된다.. ,10,1
