,document,star,label
0,정말 최고 ㅠㅠ 홍광호도 대단합니다 저런 무대에 함께했다는게 자랑스러워요 ,10,1
1,댓글에 연기칭찬은 홍광호뿐인데 역시 홍광호는 정말 멋있었는데 무엇보다 이뮤지컬 여주인공이 진짜 인상깊어요.목소리가 정말좋고 연기도 좋은데 이 뮤지컬이 데뷔무대라는게 전혀 안믿길정도로요.보시면 후회 절대 없으실거예요 ...,10,1
2,관람객조금만 멀리서 찍으면 정말 완벽했을듯해요하지만 그만큼 배우들의 표정연기랑 무대 디테일을 봐서 좋았습니다관람전에 줄거리를 보고 갔는데 별로 마음에 안드는 얘기였지만  기대없이 봐서 그런지 더 재미있었습니다 ,9,1
3,관람객역시 홍광호네요. 독보적인 목소리 짱!!!스케일도 크고 짜임도 알차고  뮤지컬을 영화극장에서 봐도 손색이 없네요. ,10,1
4,관람객짧지만 강렬한 홍광호. ,10,1
5,관람객최고!! 현장에서 봤으면 더 좋았을 듯... ,10,1
6,미스 사이공을 스크린으로 보게 되다니 감동ㅠㅠㅠ 그리고 홍광호 배우님  하트...♡ ,10,1
7,관람객공연 5분인터미션 갈라쇼 순서로 진행되고 너무 좋았습니다 :) ,9,1
8,템은 누가봐도 홍광호 아들 아닌가요ㅎㅎㅎ 엔지니어 너무 잘함 ,10,1
9,나도모르게 박수치려 손이 몄번이나 올르락 내리락 했는지 모른다..누구하나 최고아닌사람이 없다.. ,10,1
10,홍광호 최고... 실황무대 직접 볼수 있어서 좋았어요 ,10,1
11,"여주인공이 17세라는 나이가 믿기지 않는다.그냥 감동 그 자체.연기와 음악,볼거리까지 최고중의 최고임. 쌩눈으로 이 공연 봤다면 한동안 헤어나오지 못할정도로 강렬한 공연입니다. ",10,1
12,공연 실황은 첨 봤는데 영화 레미제라블이랑 비슷한 느낌인 거 같아요!ㅎ 노래도 넘 좋고 홍광호 대박 멋짐! ㅎ 뮤지컬 좋아하시는 분들 재미있게 보실 것 같네요!~ ,10,1
13,믿고보는 홍광호 bb 이 명작을 극장에서 보게 되다니 !!! ,10,1
14,관람객정말 뮤지컬을 좋아하는 사람이라면 놓치지 말아야 할 공연!! 25주년 특별영상까지!! 너무 좋습니다!! ,10,1
15,엔지니어의 엔지니어에 의한 엔지니어를 위한 작품 ,10,1
16,관람객최고에요 말이 필요없습니다. 보신분들만 알거에요.DVD 발매는 없나요? ,10,1
17,관람객홍광호의 투이를 즐길 수 있었던 시간.. 얼렁 새로운 작품으로 돌아오시길 바라옵니다. ,10,1
18,이런건 이런거자체에 의미가 있어서 10점줍니다 ,10,1
19,미군이 베트남에서 아이를 낳고 떠난걸 미화하는 내용 ,1,0
20,킴과 엔지니어는 최고의 캐스팅이었다 ,8,1
21,너무 좋아요 뮤지컬보다 더 좋은거같아요 홍배우 연기 너무 잘하셔서 놀랐어요 심지어 이게 2년전..! 돈이 아깝지 않아요 또볼거에요ㅠㅠㅠ ,10,1
22,관람객고대했던 작품인 만큼  2시간 넘ㄷ록 재밌게 봤다.그 시대의 잔혹한 모습이 지금도 현재  우리의 모습이 투영되니 첨 씁쓸하기도 하였다.뻔한 애기지만  좋은넘버와 함께 극을 몰입하게 만들어 지루하지 않았다. 25주년 ...,9,1
23,최고입니다 홍광호가 우리나라 뮤지컬 배우라는게 자랑스럽고 두번봐도 아깝지 않을 ㅠㅠ이 영화는 스크린도 음향도 커야할듯한데 상영시간도 상영관도 작고 ㅠㅠ너무하네요 ,10,1
24,홍투이 연기력 좋네요 아. 대단한 무대였음 ,10,1
25,여주인공 목소리가 너무 이뻐요 우리 배우 홍광호님 연기도 짱짱 ,8,1
26,"미스 사이공은 처음 봤는데요, 이렇게 대단한 공연인줄 왜 이제야 알았을까요 ㅜㅜ 전 제일 좋았던게 2부에서 89년 오리지널 캐스트 나올 때 다같이 부르던게 인상깊네요 ㅜ 너무 멋있는 오리지널 킴역의 레아!! 나중에 ...",10,1
27,관람객재밋게잘봤습니다^^이런 기회가 자주있었음해요 ,10,1
28,관람객최고다 영화로봐도좋다 ,10,1
29,여주인공이 진짜 목소리 좋았어요~감동 ~ 라이브 들은 현지관객이 너무 부럽네요~ 오리지널출연진의 갈라쇼 까지~  마지막에 25주년 생일축하노래 따라할뻔요 ㅋㅋㅋ 강추합니다~ ,10,1
30,"관람객상영해줄때 봐야합니다.노래,배우,무대 모든 것이 엄청나네요.홍광호씨는 그냥 무대 분위기를 압도합니다 ㅠㅠㅠ그럼 이만 전 다시보러 갑니다~ ",10,1
31,"보면서 몇번이나 눈물을 흘렸는지 모르겠습니다...킴역의 배우분 정말 최고의 캐스팅이고,연기에 노래까지 일품이세요ㅠㅠㅠ홍광호님의 투이는 정말 애절하고ㅠㅠ ",10,1
32,괜히 세계4대 뮤지컬이 아니군요. 너무 아름다운 넘버... 멋진 공연이었어요. 여주인공 목소리가 너무 예뻐요. 투이 비중이 생각보다 적어서 아쉬웠어요. ,10,1
33,Eva Noblezada 는 Lea Salonga이후에 찾아낸 원석 ,10,1
34,너무너무너무너무 재밌다 ,10,1
35,최고의 배우들이 만들어낸 최고의 뮤지컬. 킴의 눈물겨운 연기와 호소력 넘치는 노래. 어려운 시간을 살아갈 수 있게 해준 아들을 부르며 부를는 장면과 투이를 향해 총을 쏘고 오열하는 노래는 몇번을 들어봐도 감동이 가시...,10,1
36,진짜 할 때 봐야함... ,10,1
37,"홍광호라는 배우에 특히 감동했어요.같은 한국인이어서가 아니라 정말 탁월하고 훌륭한 역량과 연기력,재능 대단합니다.킴을 향한 투이의 사랑이 절절이 와닿아 눈시울을 적셨습니다. ",9,1
38,엔지니어 역할 하신 분 커튼콜 가운데 서실 자격 충분인정~ 이번 공연은 모든 조연이 주역 압도^^ ,9,1
39,엔지니어 역의 존 존 브리오네스에게 감탄..대단한 존재감이다 ,10,1
40,이렇게 좋을걸~또 보고 싶어도  집근처 영화관에서 안하네요.. ,10,1
41,최곱니다. 소름이 쫘아악!!~ ,10,1
42,사전정보 전혀없이 유명한 뮤지컬이라는것만 알고 가서봤는데 정말 10점도 모자란 뮤지컬입니다. 눈물 펑펑 쏟고왔습니다ㅠㅠ ,10,1
43,그냥 최고에여!!아직도 심장이터질것같아요 ..ㅠㅠ영화관에서 몸을제대로 놔둘수없을정도로 정말 대단...배우들의연기력은말할수도없고 눈귀 다호강ㅋ정말또볼거에요 ..제발오래상영하길..웃다울다 ..박수도너무쳐서 손바닥이아파요...,10,1
44,최고 ㅠ초연도 찾아서 보고 싶을 정도 ,10,1
45,관람객멋진 뮤지컬 공연을 본 듯하네요. 너무 좋았어요~ ,10,1
46,노래는 당연히 좋은데 스토리랑 전개방식이 쓰레기 ,1,0
47,내가 본 뮤지컬배우 중에서 가창력 투탑은 박효신이랑 홍광호였다 거기에 연기까지 더하면 홍광호를 뛰어넘을 뮤배가 없음 홍광호는 진짜 뮤지컬 천재임 ,10,1
48,정말 최고입니다. 말이 필요없네요. 노래가 계속 머리에 맴도네요. 모든 배우들 연기 정말 훌륭합니다. 남녀주인공도 그렇고 엔지니어역을 한 존존은 특히 !! 한국배우가 나왔다는것도 너무 자랑스럽네요. ,10,1
49,그냥 보는 내내 마음이 뭉클뭉클 하고 킴의 장면에서는 계속해서 눈물이 흐르다 끝에서는 펑펑 쏟을 수밖에 없었습니다. 그리고 홍광호 표정연기와 목소리 멋집니다. 엔지니어는 그 사악함에도 불구하고 재밌었다고밖에 말할 수...,10,1
50,소장하고 싶네요 눈물 펑펑 쏟았어요 ,10,1
