,document,star,label
0,"이 영화는 일반 상업영화와는 다르게, 직접 시민분들이 십시일반 펀딩을 통해 제작비를 모아서  만든영화에요.그러니 세월호로 돈을 번다느니 그런 오해는 안해주셨으면 좋겠어요 그리구 배우 정우성님을 포함한 김지영감독님 및...",10,1
1,너무나 과학적으로 엄밀하게 구성되어 반박할수가 없었다 ,10,1
2,관람객눈물 펑펑 흘릴 줄 알고 준비한 휴지는 한 장도 쓰지 않았다. 이제 시작이다. ,10,1
3,곤지암보다 더 무섭다... 이건 다큐가 아니라 공포다. ,10,1
4,"관람객20OOO 4월 11일(수), 19:50(6회)  롯데시네마에서 봤습니다. 알바 아니고 평점도 처음 써봐요,  진짜 꼭 보세요 보면서 소름소름이,, ",10,1
5,덧글알바들아 :) 유족들이 전폭적으로 정보를 제공했는데 어디서 애들 팔지말라느니 이런 소리를해. 적어도 보고나서 말해. 난 어제 밤 8시 10분에 봤다. 영화내용도 모르는 당신들이 누가 침몰시켰는지 밝히라느니 이렇게...,10,1
6,"관람객미친김감독 수고했습니다. 언론이 정부의 개가되어 시선을 돌리고 함구하는 4년간 할수 있는 최선을 하셨네요. 다음은 네 차례다 김전일! 누가, 왜, 무엇을위해? 영화를 보면 남게되는 질문들. 범인은 이 안에있다. 시선...",10,1
7,어설픈 추측만으로 주장하는것이 아닌 정말로 치밀한 과학적 분석에 의한 예측을 기반으로 만든 영화...많은 분들이 꼭 보시면 좋겠습니다~~!! ,10,1
8,"관람객정말 잘 만든 다큐 영화입니다.  전문적이고 과학적인 분석을 어렵지  않게 정리해서 적절한 그래픽연출과 함께 효과적으로 보여줬구요, 객관성 유지하면서 담담하게  잘 풀었네요. 충격적인 내용도 있고 많은 분들이 꼭꼭 ...",10,1
9,영화가 아니고 다큐라는 사실이 너무 무섭습니다. 국정원은  뭐하는 조직인가요? 진실에 대해  불투명한 사회에 대해 생각할수 있는  시간이였습니다. ,10,1
10,목포에서 11일 밤 9시45 영화로 관람했습니다.그날바다// 우리는 진실을 보았습니다.제작진의 엄청난노력에 감사합니다!저도 저만의 방식으로 그날을 기억하고 추모하겠습니다. ,10,1
11,지난 정부는 무능한 것이 아니라 추악한 것이다. 잊지않겠습니다. 그날 ,10,1
12,관람객천안함다큐도 만들어 진실을 밝히자 ,10,1
13,"시사회에 다녀왔다.  아~~~ 영화 자체로도 잘 만든 수작임에 틀림없는데, 영화가 주는 메세지가 강렬했다.  이 결론을 믿는다면, 세월호 침몰에 대한 조사는 이제 시작이다. '왜'를 찾아야 하니까. ",10,1
14,관람객왜 구하지 않았냐? 503호야~ ,10,1
