,document,star,label
0,"진심으로 무간도, 디파티드 둘다보았는데 모두 각자의 취향은 있겠으나...디파티드가왜 욕을 먹어야하는지 모르겠다. 동양의 뜨거운정서와 다른 아메리카 정서다운, 차가운 건조함과 놓치지않는 긴장감있는연출력 몹시 좋았다. ...",10,1
1,명작인데 평점이 낮네 로그인하게 만드네 ,10,1
2,무간도보다 냉정하고 현실적이였다 ,8,1
3,이 영화를 꼭 느와르스럽게 만들어야 했던것도 아니고 오히려 이런 최소한의 연출이 영화 맛을 살린것 같구만 무간도랑 비교하기는. 재밌기만 하다. 결말도 완전 마음에 듬. 허무하다고 느껴질 수 있는데 오히려 그게 이 영...,9,1
4,난  재미만 있고만~  무간도가 중식이라면 디파티드는 서양식이다. 글고 무간도 못지 않은 내용이었다. 강추합니다. ,10,1
5,아카데미 휩쓴 이런 명작이 평점이 왜이럴까하긴 ㅅㅍ 한국 관람객들 진짜 영화보는눈 없다2시간30분 내내 겁나 몰입해서 봤다 진짜 명작이다 ,10,1
6,내부자들이 9점넘는데 이게 7.4점이라니 네이버평점은 믿을게 못된다 특히 한국영화 평점은 절대 믿으면 안됨 ,10,1
7,짜임새도 좋고 잭 니콜슨의 연기가 정말 리얼하다. 그건 그렇고 디카프리오 나온 영화는 하나같이 다 재밌다. 시나리오 보는 눈이 정말 탁월한 듯 ,8,1
8,새벽에 졸린거참고봄 잼있어서 중간에 끊을수가없었다ㅋ 내사랑 디카프리오 언제나 멋지네ㅜㅜ ,10,1
9,무간도랑 비교자체가 안된다니;;; 유연한 스토리와 현실성은 디파티드가 더 좋은데;;; ,9,1
10,"무간도를 리메이크 한 작품이고 전체적인 틀은 같지만 확실히 다르다.특히, 보스턴을 배경으로 할리우드만에 색깔로 완벽에 가깝게 표현한게 인상적.주,조연 가릴거 없이 배우들의 연기 또한 인상적.무간도는 정적이라면 디파티...",9,1
11,7점대가말이되냐ㅡㅡ ,10,1
12,"라인 업부터 기가 막히지 않나? 세계적인 미남배우 디카프리오,  섹시 가이의 표본 맷 데이먼, 소름돋는 카리스마의 소유자 잭 니콜슨. 연기라면 둘째가라면 서러운 세 배우가 만들어낸 하모니. 그저 대단할 수 밖에. ",10,1
13,코스티건이 죽을때 아쉬웠는대. 디그넘이 마무리를 해줘서 위안이 되네 ,10,1
14,영화 시작부터 엔딩장면까지 긴장감 최고다. 150분 내내 이렇게 긴장감쩌는영화 몇안될듯. 암튼 배우들연기짱이고 이해안되는부분도 있었지만 예측불가능한 영화전개 짱임. ,10,1
15,영화를 보는 동안 주인공들의 긴장감을 같이 느낄 수 있었어요 두근두근~ 이 영화가 리메이크작이라는 것도 몰랐고 무간도도 안봤는데.. 그래서 더 재밌게 봤을지도 모르겠네요 ,10,1
16,솔직히 이 영화 1점 주는거 양심없다  좀 올려야겠다 ,10,1
17,평점 너무 낮음. 낮아서 속상할정도임. -_- ,10,1
18,명작이다. 무간도 쌈싸먹는다. 이거 보고 무간도 다시 봐라. 디파티드 수작이다 진짜 ,10,1
19,"무간도랑 비교해서 평가할 필요가 없는 명작이다.  영화사에 길이 남을 명작이다. 인간은 욕망의 동물임을 보여주는 동시에, 지나친 욕망의 끝을 보여주는 작품.. 마틴 스콜세지 본인이 느낀 바를 함축해놓은 작품인 듯 보...",9,1
20,그래서 빌리가 준 봉투에는 뭐가 들었냐고 ,8,1
21,"무간도나 신세계가 인물간의 관계를 더 중시했다면, 이건 그냥 수사 다큐멘터리. 정말 현실적이고 건조한 진짜 느와르. 주인공 두배우의 대조적인 연기도 좋았고 잭 니콜슨의 카르텔연기는 보는 내내 소름끼침 ",8,1
22,개인적으로 봤을땐 무간도보다 훨씬 훌륭한 작품.마틴 스콜세지 영화들은 대부분 재미보단 작품성과 철학적인 의미가 담겨 있어서 평점이 낮지만 이 영화는 재미도 있고 작품성도 무간도보다 훨씬 훌륭함.정말 존경하는 감독임....,10,1
23,"개인적으로 원작보다 더추천!진짜, 아래글남기신들분말데로 레오나르도 시나리오 보는눈이 정말탁월하다! 보는것마다, 레오나르도를 새롭게 느끼게해준다그리고, 여기나오는 맷데이먼, 잭 니콜슨 진짜, 연기가 쩐다 쩔어,,, ",9,1
24,맷데이먼과 디카프리오라니.. ,10,1
25,원작 무간도를 뛰어넘는 훌륭한 작품이라고 말하고싶다! 원작을 뛰어넘는 몇안되는 영화 ,9,1
26,"레오나르도 디카프리오, 맵 데이먼 과 함께 주변 인물들의 설정까지 연기력 및 설정이 대단한 집중을 하게 만든 좋은 영화 ",10,1
27,ebs에서 하길래 우연히 봤는데 그냥 쩐다 ,10,1
28,건멋 잔뜩든 무간도 보다 수작임. 비교가안됨 ,10,1
29,외국영화중에서 정말 여운이남는 영화다 생각지도못한 전개에 놀랍고 연기력에 또 놀란다 진짜 영화보고 많은것을 배우길 정말 정말 명작이다 ,10,1
30,진짜 내가 평점 높일려구 다는건 첨이다 정말  원작의 감성적 섬세함은 부족할 지언정 모든면에서 뛰어난 영화 ,10,1
31,자칭 영화팬이라면서 무간도 운운하면서 디파티드 재미없다고 하는 넘들은 눈알 뽑아라... 취향 고려하더라도 8점 이하가 나와서는 안되는 영화다. ,10,1
32,뜸들이지 않고 바로바로 제거하는 쿨함이 돋보이는영화임. 게다가 디카프리오와 맷데이먼이 함께나오는 영화라니!! ,10,1
33,액션물 별로 안좋아하는 여잡니다.이거..최고네요..레오나르도 눈빛 잊지못해 잠 못듭니다. ,10,1
34,믿고보는 디카프리오 영화!!♥ ,10,1
35,평론가 평점 6.5? 한국은 관객수준만 떨어지는줄 알았더니 평론가들도 만만치 않군? 도대체 좋은 영화선정 기준이 뭔가? ,8,1
36,재있는데... ,10,1
37,"디카프리오와 맷데이먼... 두 배우의 무게와 짜임새 있는 스토리 진행은 훌륭함. 다만, 무간도와 비교해서 아쉬운 점은... 무간도 특유의 무겁고 비장한 분위기가 이 영화에서는 안 보인다는 것. 그래도 무난한게 잘 봤...",8,1
38,우리나라는 왜 이런 영화 못만들까.. 끽해야 최민식송강호황정민 이런 뻔한 배우에 뻔한 삼류 조폭 욕설난무한 양아치영화밖에 못만들지 ,10,1
39,인물 심리 묘사가 진짜 소름 돋게 잘 되어 있다. 무엇보다 압권은 잭 니콜슨의 연기... 최고다. ,10,1
40,끝까지 긴장하며 봤다.. 내용을 다 암에도 불구하고 ,10,1
41,무간도 생각할필요없이 최고다 ,10,1
42,평점 올려야 겠다. 너무 심하다 이건 ,10,1
