,document,star,label
0,본격 퇴사 권장 영화ㅋㅋㅋ ,10,1
1,관람객달지 않은데 단맛이 나고 짜지 않은데 짠맛이 나는 그런 영화! ,10,1
2,나도 쉬고싶다.  좋은 친구들과  작은숲에서 ,10,1
3,힘든길을 멀리 달려온 청춘에게 조금이나마 힐링을 주는 영화 김태리 류준열 케미 좋다 ,10,1
4,요즘 영화들처럼 억지로 웃음을 강요하지 않고 이 영화는 소소한 일상 속 우리가 그냥 지나쳤던 행복들을 알려주었다. 김태리의 해맑고 귀여운 모습과 류준열의 미소와 다정함은 겨울이 끝나가는 이 시점에 봄의 따스함이 다가...,10,1
5,오랜만에 힐링을 하고 왔다. 배우들이 실제 친구처럼 케미가 아주 좋았다. 냇가에서 혜원(태리)과 재하(준열)의 씬들이 매우 인상적이어서 기억에 남는다. ,10,1
6,마음의 위로를 받고 싶을 때 오래오래 꺼내보고 싶은 영화. ,10,1
7,관람객류준열같은 남자사람친구 없는 사람 나야나 ,10,1
8,심적 허기는 채워고 배는 고파지는 영화.  소장해서 팍팍할때마다 꺼내보면 비타민 역할 톡톡히 할 그런 영화. ,10,1
9,오랜만에 눈도 마음도 편안하게 즐길수 있는 영화였다. 음식도 부담스럽지 않게 먹음직해 보였고 세 친구로 나온 배우들의 케미도 좋았다. 남사친 류준열은 깨알웃음과 설렘을 준다. ,10,1
10,재밌어요 근데 공복금지 필수 ,10,1
11,"시사회때 봤는데, 잔잔할 거라고만 생각했는데 생각보다 더 밝고 잼나더라구요. 영화보는 내내 미소 지을 수 있고, 끝난 뒤 마음이 따뜻해지는 영화더라구요. 꼭 보세요. 강추합니다 ",10,1
12,관람객요즘 시대를 사는 사람들이 보면 좋을 마음 편안해지는 힐링 영화였다 ,10,1
13,휴식같은 영화를 만났다 포근한 자연속에 담긴 세친구의 어울림을 보고나니 나도 모르게 엄마미소 ,10,1
14,관람객이 영화 뭐지... 러닝타임 내내 행복했다 ,10,1
15,"류준열과 김태리, 나는 충무로의 미래를 확인하고 오는 길이다. ",10,1
16,애써 위로하지 않아도 위로가 되는 영화 ,10,1
17,보고나면 기분좋아지는 영화!! 그냥 말이 필요없어요 힐링받고 나옴ㅋㅋ 배우들도 너무 좋고 오구도 귀엽고 사계절이 너무 이쁘게 담겨있어요 배고픔주의!! 재하 화이팅! 리틀포레스트 화이팅? ,10,1
18,진짜 오랜만에 보는 힐링영화 근데 웃기기도하고 재미도있다 볼거리도 많고 잘만든영화 ,10,1
19,"도시에서는 실감하기 어려운 계절의 변화를 만끽할 수 있겠네요.  류준열, 김태리, 진기주의 자연스러운 연기와 케미도 기대됩니다. ",10,1
20,"""뛰던 걸 멈추고 잠깐 쉬어가라""고 말한다. 참 좋다. ",10,1
