,document,star,label
0,근래 본 가장 무서운 영화. 영화가 끝나는 순간 진짜 공포가 시작되기 때문이다. ,10,1
1,연민정이 더 배우고 와야 할듯... ,9,1
2,관람객오빠를 끝까지 믿어준 쌍둥이 동생에게 경의의 박수를 ,9,1
3,컨저링 포스터에 있는 '무서운 장면없이 무서운 영화'라는 문구는 사실 이 영화에 붙었어야했다 ,9,1
4,내가 처음봤을때의 배우를보는모습과  끝날때의 배우를보는모습이 너무 상반된다 ,10,1
5,배우들 연기 미쳤습니다 대박이네요 ,10,1
6,싸구려반전따윈없다 거장이 만든 스릴러는 그자체만으로 소름돋는다. 진짜 올해본영화중 최고였다. ,10,1
7,진짜 어메이징 한 에이미ㅋㅋ ,10,1
8,관람객무조껀 냅다까리 찔러죽여야 사이코같지?? 좋은 예시 던져줄께 이거 꼭봐 ,10,1
9,150분의 러닝타임이 이렇기 지루하지않은스릴러를 만들다니 꿀잼입니다 ,10,1
10,와 이병헌은 꼭봐라진심ㅋㅋ ,10,1
11,오프닝과 엔딩... 같은 표정에서 오는 느낌이 이렇게 다를수가 있나. ,9,1
12,한국 제목 단 사람 무릎꿇고 반성해라.. 자아성찰 다큐영화인줄 알았네 ㅋㅋ ,9,1
13,영화의 첫장면과 마지막장면이 이렇게 소름돋을줄이야... ,9,1
14,매우 고난이도의 부부싸움. ,9,1
15,"두번 보면 무성욕자가, 세번보면 여성공포증 환자가 될것같은 영화 ",8,1
16,부모교육이 얼마나 중요한가를 보여주는 영화....화목해 보이는 여주인공 부모들의 생활도 별반 다를바 없을지도...아버지 동화속 에이미로 자라난 주인공의 현실 부적응...연극성장애...를 다룬 영화...식겁했음.. ,10,1
17,관람객남편은 무서워서 어떻게 아내랑살지...그후가 더무섭다는평점을봤는데 그말에 공감해요 ,9,1
18,"단언컨데 데이비드  핀처,벤 애플렉,로자먼드 파이크 ,셋은 정말  완벽했습니다. 마치 우리는 그들의 완벽한 연기에 빠져들겁니다. ",10,1
19,"예상대로 흘러가는 이야기를 보며 뻔한 스릴러라 생각했다, 중반까지는. 끝이라고 생각했던 그 순간, 진짜 영화가 시작되었다. ",9,1
