,document,star,label
0,타키. 미츠하. 왜 날짜를 볼때 연도를 안보니 ,9,1
1,영화보고 하루종일 기분좋았던 적은 정말 오랜만인 것 같았다 ,10,1
2,"정말 잘 만들어진 작품인데, 일본 애니메이션이라고 무작정 오타쿠영화 취급하지말고 하나의 작품으로써 재대로 봐주었으면 합니다. ",10,1
3,기대하고 보러갔었다.그런데 기대 이상이었다. ,10,1
4,내 인생 최고의 영화가 애니메이션이 될줄은 전혀 상상도 못했다. ,10,1
5,관람객진심으로 배경이 놀라웠다 영화를 보면서 내가 그안에 있는 기분을 느껴보았다 그리고 배우들이 더빙했는데 몰입감이 장난아니였다 특히  나는 타키목소리도 좋았지만 미츠하의 목소리는 진짜 캐릭터하고 잘어울렸다.마지막으로 레...,10,1
6,이 영화에 1점을 준다는 것은 일본 또는 애니메이션에 대한 않좋은 선입견을 가졌다고 생각할수 밖에 없다고 생각한다. 그 정도로 여운이 큰 영화였다. ,10,1
7,관람객남주 여주가 서로 빠져드는 과정이 많이 생략되어있는것 같아요 ,7,1
8,관람객정말 정말 재밌었습니다. ,10,1
9,관람객뛰어난 작화와 좋은 OST. 정말 만족스러웠습니다 ,10,1
10,관람객진짜 너무좋음 또보러 갈거 ,10,1
11,내가 이 영화에 10점을 주는것 역시 무스비. ,10,1
12,관람객내인생 최고의 극장 애니메이션 ,10,1
13,관람객눈부신 경험이다. 서로를 알아본다는 것은. ,9,1
14,"관람객구름의 저편 약속의 장소, 초속 5cm, 별을 쫓는 아이, 언어의 정원 이 모두를 긁어 모아 포텐 터뜨린 신카이 마코토의 역작. 중간 중간 숨어있는 전작들의 흔적에 감독의 독함을 제대로 느낄 수 있음. 일본 장편애니...",10,1
15,관람객마음이 풋풋해지는 스토리. 미친듯한 작화. 영화와 너무 어울리는 삽입곡. 괜시리 청춘에 나도 물들여지는 느낌. 영화관 나오자마자 '아 한번 더 보고싶다'라고 생각했음. ,10,1
16,키미노... 나마에와....! ,10,1
17,영화 끝나기 30분 전부터 입을 떡 벌린채 봤다. 뒷통수를 망치로 두들겨 맞은 기분이다. 내 마음이 '너의 이름은'을 붙잡고 놓아주질 않는다. 그 정도로 여운이 강하다. ,10,1
18,오글거림이 있긴 하지만 영상미가 엄청나다. 미츠하가 가슴 만질때 동생 반응 웃겼음. 혼자 별이 있는 밤하늘 보면서 OST 듣고 싶을정도로 좋다 ,7,1
19,이거 초등학생들이 볼 수준은 아닌데? ,9,1
20,관람객바뀐후의 이야기가 쪼끔 만더길었으면하는 아쉬움이살짝.. ,9,1
21,「정말로 딱 한번 만졌어.」 ,10,1
22,미츠하가 이름써주려할때 펜 툭떨어지는거 보고 쳐웃은 내뒤에 있던 분 ㄹㅇ 패고싶음 ,10,1
23,"관람객드디어 평점을 쓸수 있게 됬네요. 1월 1일날 보고왔고 오늘 다시 보러 갑니다. 3일 지났는데 영화를 볼 때 느꼈던 감정들과 여운이 사라지지를 않네요. 스토리는 호불호좀 갈릴 수 있지만 전 정말 재미있었고 영상미, ...",10,1
24,관람객2~30분만 분량이 늘었으면 좋았을텐데 ,8,1
25,"관람객꿀잼이다. 일본에서 1500만명이 봤다고 해서 뭐가 그리 대단한거지 하는 궁금증에, 너무 기대하면 실망할 것 같아서 아무 생각없이 보고 왔는데,  꿀잼이다. 또 보러 갈 의향도 있다 ",10,1
26,관람객센과치히로와 하울 다음으로 이런 애니메이션 영화는 처음. ,10,1
27,관람객두번 보아도 표값이 아깝지 않은 영화. ,10,1
28,관람객후반부 집중도가 좋았어요 ,8,1
29,평식이형 7 점 + 극찬 = 바로 보러가도 후회 안 한다 ,9,1
30,오늘 오전 8시 45분(1회차) 대구CGV 6관 F열 9번앉은 남자 제발 아가리 좀 쌉치고 영화보세요 옆에 앉은 친구랑 영화시작할때 부터 끝날때까지 계속 큰 소리로 나불어셔서 개봉첫날부터 기분 잡쳤네요. + 그리고 ...,8,1
31,재난영화를 본건지.. 멜로영화를 본건지... 판타지영화를 본건지 혼란스럽긴 한데 재밌음 ,10,1
32,소름인건 너의 이름은 ?이 아니라 너의 이름은. 이라는 거 . 대사도 제목도. ,8,1
33,관람객개봉 후 한번 더 보러가고 싶은 영화. 개봉했으니 보러가야지 ,10,1
34,관람객BBC선정 올해의 영화 10위입니다. ,9,1
35,이것은 하나의 예술작품이다 ,10,1
36,처음부터 끝까지 마치 꿈속 풍경처럼 그저 한없이 너무나도 아름다웠다. ,10,1
37,영화끝나고 관객들 반응보고 다시 한 번 최고의 영화임을 느꼈다. 크래딧 다 올라갈때까지 반 이상이 자리에 앉아서 음악감상하는 모습은 처음봄 ㄷㄷ ,10,1
38,"다행이야. 이장님의 방송이 ""자기 자리를 지키라""에서 끝나지 않아서. ",10,1
39,관람객아무기대도 안하고 가서 봐서인지 볼만하네요 맨날 부수고 전쟁하는 영화들 속에서 가끔은 이런거 봐줘야죠 ,9,1
40,관람객국내 2017년 상반기 최고의 영화 ,10,1
41,너의 이름은 재밌나요? 재밌으면 공감 아니면 비공감 부탁드립니다.^^ ,10,1
42,"가장  소름돋는 "" 첫 만남 "" 을 보았다. ",10,1
43,관람객이건... [진짜]다... ,10,1
44,관람객시간을 초월하는 간절한 사랑.. 지금 우리가 갈구하는 지점을 정확히 꿰뚫고 지나간 혜성의 조각.. ,8,1
45,와 진짜 소름 돋게 좋고 진짜 마음을 죄여온다...이 아련함이 계속 보고 나고도 사라지지 않는다단언 할 수 있을 정도로 영화 애니중에 하울의 움직이는 성같이 유명한 영화 반열에 오를 명작 of the 명작이다봤던 영...,10,1
46,박평식이 7점이나 줬다는건 안봐도 명작이란거 ,10,1
47,관람객2017년 첫영화가 이것이라는 것에 너무 좋다 ,10,1
48,2번봤는데 2번 째 볼 때는 처음 볼 때 보다 더 재밌게 봤다. 또 보고싶어졌다. ,10,1
49,여기와서 애국자인척 일본꺼 왜보냐 이 소리 하는데이런 사람들이 결국 친일파 할 사람들임. 그리고 요즘 애니본다=오타쿠 클리세 벗어난지가 언젠데 오타쿠 타령임? 저렇게 평점 테러가 많은데도 점수가 이렇게 높은거 보면 ...,10,1
50,"관람객마코토의 작품 엔딩이 만족스러운 적은 거의 없었지만 '너의 이름은' 은 예외였다. 애절함, 안타까움이 주였지만 묘한 행복함도 있었기에 매우 만족 스러움 ",10,1
51,관람객아.. 진짜 잘봤습니다... 10점 아깝지 않아요 ,10,1
52,영화를 보고 난 후 꿈속에서 깬듯 개운하고 마음이 따뜻해진다. 주변 풍경들과 사람들의 소중함. 그리고 그들처럼 우리도 누군가 나를 찾는 듯한 기분. 그 사람을 어디서 본 것 같은 느낌. 실로 연결된 사람과 사람의 관...,10,1
53,관람객진짜 재미있네요. 미쳤다고밖에 이야기가 안나옵니다! 이런걸 극장에서 내돈주고 본다는사실이 너무 감사하더라고요. 꼭보세요 두번보세요!! ,10,1
54,관람객최고다 기대이상임 다시볼 생각이다. ,10,1
55,오타쿠영화 아닙니다 진짜로 ,10,1
56,관람객잔잔한 그러면서 울컥하게하는근래 최고의 영화 ,10,1
57,관람객끝나고나서 원작사러갔습니다 ,10,1
58,이거의외로 우리나라에서도 1000만 넘지않을까? ,10,1
59,관람객나의 이름을 물어볼 그 사람을 꿈꾸게 하는 영화 ,10,1
60,어휴 마지막에 시원하게 이름이라도 부르게 해주고 끝나지 답답해 죽는줄 ㅠㅠ 너의이름은? 해서 서로이름 말해주는 속시원한 장면을 눈으로 보고싶다 ㅠㅠ 꿀잼 ,10,1
61,스토리+작화+배경음악+성우연기 모두 완벽하다전혀 뻔하지않고 지루하지않고 감동적이다. 인생애니메이션영화로 남을듯하다 ,10,1
62,영화관에서 노래는 왜 처 부르냐... 이 미친 오타쿠들아... ,1,0
63,관람객마코토감독이 색깔을 살짝 버린 느낌대중과의 타협인듯 좋음 ,9,1
64,그래서 아빠 어떻게 설득했는데? ,10,1
65,관람객아니 완전 재미있기만 한데 진부한 스토리 부족한 개연성 이런거 따지쉬는 분들이 생각하는 명작은 대체 어떤건지 꼭좀 적어주세요 그것좀 보러가게...이거보다 더 명작이면 지갑을 탈탈 털어불랑게 ,10,1
66,관람객소재가 독특해서 처음엔 재밌었는데 중간중간 벌려놓은 판을 못수습한듯... 서로 좋아하는계기도없고 썸도없고 마무리만 잘했더라도 이런 답답함은 없었을텐데 계속 서로 이름까먹는거 보다가 답답해서 이름외쳐줄뻔 ,1,0
67,일본애니에대한 편견이 잇엇는데 그 편견을 깨버리는 영화네요... ,9,1
68,개연성 부족. 감정과잉. 왜 사랑에 빠지는지 설명도 부족. ,1,0
69,영화에 몰입하지 않으면 호불호 갈릴 영화 ,9,1
70,관람객그림도 언어도 그 안의 의미들도 모두 훌륭하네요~ ,9,1
71,여운이 길다.. 사랑스러운 영화다 ,10,1
72,일상속에서 낯선 누군가와 눈이 마주치고 이상한 느낌을 받은 적이 있을 것이다. 기분 나쁘지 않은 그 느낌. 그러나 평소의 우리는 창피하거나 바쁘다는 핑계로 그냥 지나쳐버리고 말지. 이 애니는 바로 그 지점에 대한 이...,9,1
73,작화의 퀄리티는 역대급 인정. 그.러.나개인적으로 지루하기도하고 유치했음센과 치히로 그리고 하울에 비빌만한 작품은 절대 아님 ,1,0
74,관람객너의 이름은! 이라고 외쳤을때 마지막 여주 남주의 눈빛은 잊을수가 없다. 애니메이션치고는 잘만든 영화 ,10,1
75,관람객이걸 지금 더빙영화라고 내놓은건가요??? 어떻게 타키한테 미츠하 들어갔을땐 별로 어색하지않았는데 본인캐릭터 시작하는순간 왜 복학생이 튀어나오죠? 게다가 초반 목소리 느낌이랑 후반 목소리 느낌은 전혀틀리고 무슨 나레이...,1,0
76,처음에는 흥미롭다가 점점 너무 비현실적이고 오글거리고 억지로 감동시키려고 해야한다하나 그래서 지루해졌음. 솔직히 9점대는 아닌 거 같음. 평이 왜 이렇게 좋은지 몰겠음.평 낮추려고 1점 준다. 그림체 노래는 훌륭 ,1,0
77,진짜 내 인생작이다.. 영화관 2번 갔다오긴 처음이다 ,10,1
78,관람객더빙은 성우가 하심이 더 좋을 듯 해요. 섬세한 감정선이 보이지 않아서 아쉬웠어요. ,1,0
79,평점보고 믿고갔는데 기대이하인데요? ,1,0
80,나만 진짜 노잼이였나?... ,1,0
81,진짜 솔직히 말해 노잼이었습니다. 댓글들하고 평정보고 기대했었는데; 몇몇사람들도 억지로 좋았다고하는거같음.. 너무 과대평가되고있는거같다는생각이든다.. 장면은 이뻤는데 그게다임 ,1,0
82,잔잔하게 감정을 고조시키다가 마지막에 벅차오른다 최고의 애니메이션 ,10,1
83,저는 애니메이션이랑 안맞나봐요..나는 누구..여긴 어디 하는데진짜 저도 왜여기에있는지..참.. ,1,0
84,"꿈을 꾼 듯하다 영화가 끝난다는 것에, 현실로 돌아와야만한다는 것에 매우 씁쓸했다 ",10,1
85,정말 다시 봐도 재미를 느낄 수 있어서 좋았다. 신카이 마코토가 커플을 깨뜨리지 않아서 더욱 만족 ,9,1
86,기대를 많이했나 내용은 알맹이가 없고 분위기만 좀 거창하게 만들어서 홍보를 무지 잘했네... ,1,0
87,관람객이 영화가 여러분의 최고의 애니메이션이 될지는 모르겠지만 여러분이 이제까지 기존 애니메이션에서 보지 못했던 화려하고 아름다운 무언가를 보여줄 수는 있을 겁니다. 강력하게 추천드리겠습니다! ,10,1
88,관람객감성적이신 분들이 보면 눈물 많이 흘릴거같아요 ,10,1
89,관람객다시봐도 감명 깊은작품 ,10,1
90,관람객저보다 많이 보신분 있으시겠지만 현재 6번 봤습니다.유료시사회 세번 코엑스 무대인사에서 한번 보고  나머지 두번은 무대인사 마냥 기다리기 지루해서 봤는데 재미있습니다. 한번쯤은 볼만하다고 생각합니다. 추천드려요~ ,10,1
91,관람객와 디시에서 스포하는 OOO들아;;; 그러지마라;; 물론 난 스포당하기전에 오늘 영화관에서 봄 ^^ ,10,1
92,둘이 몸이 왜바꼈고 왜 사랑에 빠졌는지 이유를 모르겠음. 생전 본적도 없는 남녀가  미친듯이 사랑에 빠지니 너무 거북했고 오바스러웠음. 돈 진짜 엄청 아까웠음. ,1,0
93,"하울,센과치히로 랑 비교하는사람이해가 안되네요 ",1,0
94,관람객미디어캐슬도 빼박 쓰레기지만 일거리 생겼다고 좋다고 덥썩 무는 비전문 연예인 련놈들도 문제다. 그딴 식으로 OO같이 더빙할거면 손댈 생각도 하지마라. ,1,0
95,절대로 9점대 영화가 아님. 내가 1점을 주는건 이 영화 평점이 너무 높아서임. 일단 개연성이 너무 부족 남주랑 여주가 왜 좋아하는거지? 의문이 듬 그리고 영화자체가 그냥 둘이찾다가 끝남 ,1,0
96,이 작가는 역시 양날의 검입니다.스토리가 확실히 미야자키 하야오에 비하면 부실합니다.몽환적인 느낌으로 얼버무러져 스토리가 산으로 갑니다. ,1,0
97,관람객더빙별로이다.... ,1,0
98,평점이 너무 높다.... ,1,0
99,관람객음...ㅎ먼가싶은이기분 ,3,0
100,"관람객신림 롯데시네마 12일 목요일 저녁 9시 45분 F열 3, 4번에 앉은 커플 아가리 싸물고좀 봐라ㅡㅡ무슨 정신병자들 마냥 감동적인 순간 나올 때 마다 크~ 꿀잼, 킼킼킼 또 술마셔야돼? 주의줘도 계속 이러면서 시끄럽...",8,1
101,관람객그냥 말필요없이 나중에 자기가 입벌리고있다는걸 알게될겁니다. 세번봐선 만족못할정도입니다 더봐야겠네요 ,10,1
102,더빙판 감독에게 감사한 점은 ost는 안건드렸다는 점 그거 말곤 없다 ,1,0
103,보다가 졸았음...이게 평점이 9를 넘는 이유가 뭐지? ㅡㅡ ,1,0
104,정말정말정말 나만 재미없은거야? ,1,0
105,혼잣말 너무 지나치게 많이해서 오글거려 죽을뻔.... 어느 부분에서 재미를 느껴야하는지 몰겠음.... ,1,0
106,솔직히 평점 거품이 너무꼈다고 봄. 미츠하가 가슴만지는 장면이 여러번 나와서 좀 불편했고 기대를 너무많이해서 그런지 스토리도 실망이컸음. 센과치히로에 비빌만한 작품은 아니라고 생각이 듦. ,1,0
107,평이 좋아 너무 기대했나봐요..너무 기대 이하였어요.. ,1,0
108,"관람객잘 봤습니다, 배경이 정말 좋네요. ",10,1
109,보고온사람들이 하도 명작명작거리고 애니 안본 사람도 볼만하다해서 머글 친구 세명꼬셔서 같이 봤는데 다들 별로라고해서 진짜 민망했음.. 차라리 혼자볼껄 ㅜㅜ ,1,0
110,관람객메마른 연애감정 깨워준 영화네요 재밌어요 ㅎㅎ ,10,1
111,영화 내내 납득이 안되는 부분을 '무스비' 한단어로 넘겨버리니 영화내용을 완벽히 이해할수가 없음. 주인공들이 사랑하게 되는부분은 개연성이 전혀없음. 타임워프 영화라면 가장 우선시 여겨야할 내용이해조차 ...,1,0
112,관람객최고의 명작 기대한만큼 ,10,1
113,"서로의 몸이 바뀐다는 흔한 소재지만 충분히 개성 있게 살리고 지루할 틈을 주지 않은 스토리와  아름다운 연출, 음악.. 사소한 아쉬움을 제외하면 정말 단점이 없는 영화 ",10,1
114,진짜 너의 이름만 외우다 나옴..젠장 ,1,0
115,최고의 애니영화다 애니영화를 즐겨보는편도아니고 좋아하는것도아니었지만 이영화는 내인생최고의 영화가된거같다 ,10,1
116,남주가 계단 끝까지 다 올라갔을때 말걸때까지 너무 조마조마했다  남주가 말걸자 뒤돌아보는 눈물흐르는 미즈하 봤을때 이게 애니인가 싶었음... ,10,1
117,관람객스토리적인 면에서 개연성과 복선회수등 완성도가 높았습니다. 스토리 자체로도 끌리기는 하나 스토리는 조금 진부하면이 있지요. 거기에 60프레임의 움직임과 엄청난 배경 깔끔한 캐릭터 작화 스토리도 100분에 맞춰 가다듬...,10,1
118,관람객두번째 보는건데 여전히 개꿀잼 ,10,1
119,관람객내 마음은 나를 너무 앞서서 ,10,1
120,관람객진짜 갓사이 마코토 입니다.... 진짜 ㅈㄴ 강추 ,10,1
121,관람객두번봤다. 진짜 꼭봐라 두번봐라 ,10,1
122,더빙판 때문에 기존의 애니도 욕먹는 애니 ,3,0
