,document,star,label
0,관람객1번보면 마지막에 울고 2번보면 처음부터 운다 ,10,1
1,아무렇지않게 본 첫장면이마지막에 이렇게 가슴 아프게할지 몰랐습니다.살면서 이토록 깊고 진한 여운을 주는 영화는 처음입니다.논리적으로 따지며 보기 보다는감정적으로 이해하려는 마음으로 감상하는게 좋습니다. ,10,1
2,일본 로맨스는 시공간을 초월한 사랑을 너무나도 아름답게 그려낸다. ,10,1
3,이 영화는 두번 봐야합니다.... 영화를 본사람들은 무슨뜻인지 알거에요 ㅜㅜ ,10,1
4,조정석도 나오네요 일본어 배우러가야겠습니다. ,9,1
5,"관람객20세 남자 혼자서 보고왔어요. 정말 영화관에서 그렇게 울어본게 처음이었고, 개인적으로는 혼자가서 정말 더 몰입하고 볼수 있었던 것 같아요. 처음엔 ""에이 이런 전개야?"" 하면서 의아해하다가, 정말로 ...",10,1
6,관람객두번은 못 볼 것 같아요 바로 울 것 같아서.. 올해 본 영화중 최고인 듯 ,10,1
7,영상이 진짜 예쁘고 배경음악도 진짜 좋고 고마츠 나나가 정말 사랑스럽게 나오는 영화! 일본에서 개봉당일 보러가서 후유증 때문에 교토가고 아직도 해피앤드 매일 듣는중ㅠㅠ 어쩌면 초반5분이 가장슬픈영화! 판타지 로맨스 ...,10,1
8,"관람객보면서, 느낀건 마치 서로의 관계는  시소와 같아서 한쪽이 내려가면 다른쪽은 올라간다는걸 느꼈어요.남자의관점과 여자의 관점을 보여주니 더이해가 갔어요. ",10,1
9,관람객개인적으로 일본실사화영화중 인생작이라고불릴만한 영화를 찾은것같습니다 ㅠㅠ ,10,1
10,엔딩장면에서 엇갈린 기찻길이 너무 더 슬프게하네요 여배우 연기가 너무 인상적이였어요 ,9,1
11,관람객이 영화 무슨 영화인지 궁금해서 이 글을 읽은 사람은 아무것도 읽지않고 그냥 영화를 봤으면 좋겠다. ,9,1
12,관람객어찌도 이리 아름다운지.. 마지막인 것처럼 인연을 소중히 여겨야 할것 같습니다. ,10,1
13,과학적이라면 말도 안되는 얘기같지만 사랑이 과학으로 규정지어지는 무언가가 아니기 때문에 슬픈 로맨스영화 ,10,1
14,지금 만나러 갑니다랑 함께 일본 역대급 명작 ,10,1
15,첫 장면만 생각하면 눈물이 난다 ,10,1
16,관람객계속 이해 안되다가 마지막 다다르면 확 와닿고 눈물 쏟는 영화 ,9,1
17,하....진짜 인정하자 이런류의 일본영화는 ,10,1
18,관람객마지막 여자의 미래가 마음너무 아프다 ,10,1
19,지나온 순간들을 공유할 수 없다는 것이 너무 슬펐다. ,10,1
20,초반 이해는 힘들었지만 어느순간 눈물이 고여있음을 느낍니다 ,10,1
21,관람객로맨스 중에는 노트북이 제 마음속 1위였는데 오늘 이후로 2위로 바꼈어요 ,10,1
22,25살의 타카토시는 15살의 에미를 찾아가 그림을 선물하지만... 25살의 에미는 15살의 타카토시를 찾지않고 30살이 되어서야 10살의 타카토시를 찾아가 타코야끼를 먹으며 사진상자만 선물한다. 25살때 얼마나 보고...,8,1
23,차라리 만나지 않았더라면 아프지 않았을텐데. 그럼에도 만남을 택해버린 그런 사랑. ,9,1
24,마지막 여주 지하철씬 넘 슬픔 ㅠ 마지막 처음 ㅠ ,8,1
25,불법으로 인터넷에서 감상했습니다 죄송합니다 다음주 시간나는대로 휴지챙겨서 영화관가겠습니다 정말 죄송합니다 ,10,1
26,관람객주어진 열악한 상황 속에서 최선을 다해 사랑하는 이야기. ,8,1
27,이해가안되는건 연애경험이없거나 아직헤어져보지않은사람들인가봄.... 아직도 많이 좋아하는데 아무것도아닌사이로 돌아가야한다는게 참 너무나슬픔.. ,10,1
28,관람객가볍게들어가서 울고나왓다 ,10,1
29,여주 고마츠나나 ㅠㅠ 너무 연기를 잘해 ㅠ 진짜 가슴이 먹먹 오래 기억되는 영화일것 같아요. ,10,1
30,관람객여주가 지나치게 울보라서 의아했었는데 다 이유가 있었구나..ㅠ너무 감동적이었고 재밌게 봤습니다. ,10,1
31,너의 처음을 위해 배려하고 양보하는 나의 마지막..내가 깊게 사랑하면 할수록 상대방은 어색해지고 멀어만 지는데 그래도 사랑 할 수 잇을까 타카토시의 마지막은 함께 였지만 에미의 마지막은 혼자였다..그녀의 마음이 너무...,7,1
32,처음 볼 때와 다시 볼 때의 느낌이 정반대...아름답게만 느껴졌던 장면이 슬프게 다가오네요. ,10,1
