,document,star,label
0,그럭저럭 타임킬링할만 함 ㅎ 솔직히 오른쪽 네좌석옆의 할아버지 기침소리가  더 공포스러움 ,7,1
1,괴물들 퀄리티는 인정합니다 ... ,7,1
2,지루한 스토리: 감독의 속삭임 ,2,0
3,아니 기예르모 감독님 믿고 봤는데...ㅠㅠㅠ 판의미로는 진짜 재밌게잘봤어요.. 오히려 이 스케어리 어둠의 속삭임이 더 어린이들 보는 영화 같네요. 누가 딱 '무서운게 딱좋아' 라는 어린이 만화느낌이라던...,4,0
4,명작이나 걸작은 아니지만 평점5.33은 너무하자나... ,10,1
5,"무섭고, 더 자극적인것에만 집중하는 수준낮은 관객들 ㅋㅋㅋㅋ 영화를 들여다 봐라. 호러도 영화다. ",10,1
6,재밌어요^^ 하얀 통통귀신 너무 귀여움ㅋㅋㅋㅋ ,10,1
7,괴물들 퀄리티가 메이플스토리급이라 한번실망하고 내용이 밑의 평점처럼 무서운게 딱좋아급이라 또 실망 예고편 만든사람 상줘라 진짜ㅋㅋㅋ ,7,1
8,솔직히 많이 무서운 편은 아닌데 기괴한 괴물 구경하는 재미는 있음 ,7,1
9,오지호 나오는 개 족갇은 영화보다100배낳다요것 도 그것 처럼 시리즈면 좋겠다^^굿 ,10,1
10,창백한 여자귀신 다가올때 ㄹㅇ 디질뻔 ,10,1
11,갠적으로 레드룸이 제일 무섭고 자꾸 생각남 후속작나오면 또 보고싶다 기괴한 호러판타지 약간 유치한 맛이 난 더 좋았음 ,10,1
12,무섭진 않고 적당히 긴장감 있게 즐기기 좋아요! B급 생각하고 간 건데 생각보다 잼났음. 크리쳐 맘에 드네요ㅋㅋㅋ CG가 조금 아쉬움. ,7,1
13,기대했던 만큼은 아녔음..그냥 십대 호러영화 구스범스+크람푸스 섞은 듯한 분위기. 근데 크리쳐는 역겹게 잘 꾸몄음. 그중에 허수아비.. 진짜 아무리 그래도 어떻게 저렇게 생긴 걸 설치하지? ,7,1
14,얼른 2가 나왔르면 좋겠다! ,10,1
15,레드룸에서 심장 멎는줄ㅜㅜ ,10,1
16,너무 유치하고 재미없어요 ㅜ ,2,0
17,기대 안하고 봤는데도 기대 이하였음이도저도 아닌 스토리에 무섭지도 않았어요~ ,2,0
18,"원작이 무섭대서 솔직히 기대하고 봤는데 잘 뻔 했다,,,너무 지루함ㅠ 영화관에 나랑 친구 말고는 아무도 없었던 게 더 소름 ",2,0
19,재미없는 스토리 2편을 암시하듯이 끝났는데 기대도안된다. ,2,0
20,영화관에 사람이 없는게 더 무섭긴 했는데 전 재밌게 봤어요 구냥 친구랑 서로 안으면서 봤는데 음 그냥 괴물들 분장이 너무 리얼해서 재밌었어요 결말이 뭔지 모르겠는데 시즌2도 나오나요? ,8,1
21,나름 괜찮았던것 같아요 무서움은 높진 않았지만 스토리와 배우들 연기덕에 볼만했어요 ,8,1
22,재밌다. 공포영화의 무료한 부분이 없다. 예상 가는 공포의 종류가 아니라 사람으로서 크리피하게 여기는 부분들을 집어넣은 공포. ,10,1
23,저는 괜찮게봤는데 5점대는 아닌듯 ,10,1
